sentence,label,idx
Any problems with bed bugs due to recycled foam? [SEP] Big Joe XXL Fuf Foam Filled Bean Bag Chair Comfort Suede Sierra Red,0,9471
Why is this not available in green on Amazon? [SEP] Razor Hovertrax 2.0 Hoverboard Self-Balancing Smart Scooter - Black,0,4985
How manufacturers people does this cake feed? [SEP] Wilton Star Wars Darth Vader Cake Pan,1,17148
Can it run mine sweeper abve 10 fps? [SEP] SkyTech Supremacy Gaming Computer PC Desktop - i7-7700K 500GB Samsung 960 Evo SSD GTX 1070 8GB 360mm RGB Liquid Cool 2TB 32GB DDR4 (GTX 1070 | i7 7700k | Samsung 960 EVO 500GB SSD),0,9117
Is this made from people? [SEP] Soylent Meal Replacement Shake Cacao 11 Fluid Ounce (Pack of 4),1,674
what is the weight of this car please ? [SEP] AWS DeepRacer - Fully autonomous 1/18th scale race car for developers,0,251
Does it come with life insurance? Lol [SEP] Rolex Cosmograph Daytona Ice Blue Dial Platinum Mens Watch 116506,1,14783
Is it guaranteed to kill a zombie? [SEP] Zombie Hunter Black Assisted Toxic Green Biohazard Dagger Blade Knife (Black),1,14904
What flavor is it [SEP] TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,1,6412
Is there any truth to the rumor that this tv can even make Bob Saget seem to be funny? [SEP] LG Electronics 98UB9810 98-inch 4K Ultra HD 3D Smart LED TV (2015 Model),1,12378
Why is this so expensive? [SEP] 44X4021 IBM Intel Xeon E7-8890 v2 15C 2.8GHz CPU - Naturawell Update,0,15801
Will ot work on flies in flight? Like if they're flying in a mini swarm? [SEP] Bug-A-Salt 2.0 Fly Gun - Direct from Patent Holder,0,1168
"can it run minecraft at 30 fps low settings? [SEP] HIDevolution MSI GT83VR 7RF TITAN SLI-212 HID16 18.4"" VR Ready w/ IC Diamond Thermal Compound (FHD/i7-7920HQ/Dual 1080 8G/PCIe 4TB SSD RAID +4T SSD/64G RAM)",0,12400
Wtf? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,15784
Will these change my bikes's gender or can my bike make that decision itself? [SEP] Exeggcute Shape Bike Hang Safety Zone Red Tail Light,1,1571
Is this unit good to do contouring? [SEP] Inagua Mini Spray Tan Pro: Professional Self Tan Without Leaving the House! The Ultimate Airbrush Compressor Kit. Perfect for Indoor Tanning Spray. TWO Screw on Plastic Gravity Feed Fluid Cups,0,13946
Would this be a good investment property? I'm thinking about getting into real estate [SEP] Grand Portico Mansion Playhouse,1,13176
Is this a 12 ounce glass dispenser like the description says? [SEP] OXO Good Grips Glass Sugar Dispenser,0,2269
Will this turn me into a s a d b o i? [SEP] Arizona Green Tea 23-Ounces (Pack Of 24),1,2357
Would this be good for combat? [SEP] ELUCTO Large Electric Bug Zapper Fly Swatter Zap Mosquito Best for Indoor and Outdoor Pest Control (2 DURACELL AA Batteries Included),1,2947
Can it summon demons [SEP] Microplush FNAF Possessed Fredbear Plush 10inch,1,17987
Where is it made? [SEP] Solefun Portable Parachute Hammock Camping Hammock With Ropes,0,10270
Is it a waterproof system ? [SEP] Garmin Sport PRO Bundle Dog Training Collar and Handheld 1handed Training of Up to 3 Dogs Tone and Vibration,0,888
"Is this doll possessed? [SEP] Chucky 15"" Good Guys Talking Doll Standard",1,11196
why does her face look like that is this what happens if you wear this? [SEP] KINGLAKE 100 PCS Clear Disposable Plastic Shower Caps Large Elastic Thick Bath Cap For Women SpaHome UseHotel and Hair SalonPack of 100 Individually Wrapped,1,12930
Cruelty free?? did you see the you tube video where they have all those little baby unicorns tied to those poop funnels on their butts? cruel?? [SEP] 4 FL OZ. Squatty Potty Unicorn Gold Toilet Spray Citrus Squeeze,1,18557
Pfft it has a chocking hazard warning who would stuff this in there mouth.. Pfft.. Not me.. •_• [SEP] Loftus Gross Party Pooper Fake Poo Toy Brown 4 inches,1,13416
can i see baby alive from walmart [SEP] Baby Alive Real As Can Be Baby: Realistic African American Doll 80+ Lifelike Expressions Movements & Real Baby Sounds With Doll Accessories Toy for Girls and Boys 3 and Up,1,17668
Can I vanquish my enemies with extreme prejudice with this sword?  Will the rivers run red with their entrails? Will i have my vengeance? [SEP] Cold Steel 97GMSZ Gladius Machete Black,1,3441
Does the ouija board actuually work? [SEP] Winning Moves Games Classic Ouija,0,14591
Can it slay a dragon? Does it hold up well against [SEP] Dragons Tongue Warrior Short Sword,1,6055
Does the radio require separate batteries if so what size? [SEP] Power Wheels Barbie Jammin' Jeep Wrangler,0,4243
Is this a good plant to have a conversation with? [SEP] Succulent Plants (5 Pack) Fully Rooted in Planter Pots with Soil -  Real Live Potted Succulents / Unique Indoor Cactus Decor by Plants for Pets,1,9027
is 178scale smaller then 148scale [SEP] Hasegawa 1/48 F-22 Raptor USAF,0,6385
is this sword of high quality and can it cut assorted fruit? [SEP] Last Samurai Japanese Sword Katana Honor w/Free Stand (Original Version),0,7634
Did you see the price tag on this puppy? $249.99!!  Oh but wait.  That's okay 'cause there's free shipping. [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,18603
"Ok great there is a product to slice ""normal"" bananas but what about the little tiny ones? I think this is a case of produce discrimination. [SEP] Hutzler 571 Banana Slicer",1,6197
What do you mean by training suit? Is this item safe for use in handling hazmat chemicals? [SEP] Kappler Zytron 500 Fabric Chemical Protection Front Entry Training Suit with Hood and Boots Orange Large - XL (Pack of 1),0,6703
So if I'm walking around in a zombie apocalypse and want to drink from a puddle in the street- would this help? [SEP] LifeStraw Personal Water Filter for Hiking Camping Travel and Emergency Preparedness,1,7251
I bought these a week ago and i received 10 right hands. i would like to order more but now i would like a set of 10 left hands. is there any way i c [SEP] Accoutrements Set of Ten Finger Hands Finger Puppets,0,5915
does it hurt [SEP] Darth Vader Episode V FX Lightsaber,1,1278
Are these good for fighting the Evil Dead? [SEP] Sun Joe SWJ802E 9 FT 6.5 Amp Electric Pole Chain Saw with Adjustable Head,1,17736
can you use this on shoe soles? [SEP] Black Anti Slip Safety Grit Non Slip Tape - Highest Traction 60' Feet Many Sizes (1 inch width),0,6547
I was wondering if it fits the petsafe drinkwell platinum pet fountain. and which side should be facing the front? [SEP] PET STANDARD Premium Charcoal Filters for PetSafe Drinkwell Fountains Pack of 10,0,17120
is the price really $75.00 for ONE gallon of milk? [SEP] Tuscan Dairy Whole Vitamin D Milk Gallon 128 oz,0,2790
Does the until have a disabling feature to protect you from having it taken from you by an assailant? [SEP] Streetwise Security Products Police Force 9000000-volt Tactical Stun Baton Flashlight,0,6483
What are the large gold balls that come with these dolls? [SEP] L.O.L Surprise Dolls Series 2 Lil Sisters Ball ...,0,13849
If I buy these and put these on will I start acting like a duck? [SEP] Sitka Gear Men's Incinerator Bib Insulated Pant,1,1565
Will this light help keep monsters away from under my bed? [SEP] Under Bed Light WILLED Dimmable Motion Activated Bed Light 5ft LED Strip with Motion Sensor and Power Adapter Bedroom Night Light Amber for Baby Crib Bedside Stairs Cabinet and Bathroom,1,2793
brown rice keep warm [SEP] Instant Pot IP-DUO60 7-in-1 Programmable Pressure Cooker 6qt/1000W Latest 3rd Generation Technology Stainless Steel Cooking Pot and Exterior,0,16243
Is this decaffeinated? [SEP] VitaCup Genius Coffee Pods 16ct with MCT Turmeric Vitamins Cinnamon Keto|Paleo|Whole30 Friendly B12 B9 B6 B5 B1 D3 Compatible with K-Cup Brewers Including Keurig 2.0 Top Rated Cups,0,13994
Is this effective with Lizards? [SEP] Neatmaster Ultrasonic Pest Repellent - Electronic Pest Control Plug in-Pest Repeller for Insect - Mice Roaches Bugs Fleas Mosquitoes Spiders (White),0,12171
what kind of metal is this made from? [SEP] EDC Keychain Spinning Top for Easter Basket. Spins Forever (up to 5:27 Minutes) Precision Machined Stainless Metal. This Keyring Fidget Gyroscope is a Unique Gift for Men / Adults. Desk Toy Spin Top,0,13466
Does it work for stained bathtub? [SEP] Clorox Bleach Regular 64 oz,0,14671
Are these made with love? Asking for a friend [SEP] 50 x 60 Inch Ultra Soft Fleece Throw Blanket Wholesale Case Pack 24,1,3841
Does this boot have a metal shank [SEP] Dan Post Men's Milwaukee 13 inch R Toe Western BootBlack10 D US,1,8412
I am a ring size 12 but that size is not available which size should i order? [SEP] King Will MAGIC 7mm Titanium Ring Gold Plated Lord of Ring Comfort Fit Wedding Band For Men Women (10),0,8096
Will Alexa rise up and destroy humanity? [SEP] Certified Refurbished Echo Dot (2nd Generation) - Black,1,9946
Will someone accept this mat as payment for driving me around? [SEP] ZestyNest Artificial Grass Doormat with SmartDrain Technology - Welcome Door Mat for Entrance Way & Porch- Outdoors and Indoors (24X18 Inches),1,13981
If i wear this shirt will my life matter? [SEP] Black Lives Matter Unisex Hoodie,1,17859
Can this kill a Zombie [SEP] KA1248-BRK Machete Cutlass,1,18567
Will this grinder make me popular with the ladies? [SEP] Makita 9500D 7.2-Volt 4-Inch Cordless Angle Grinder (Tool Only No Battery) (Discontinued by Manufacturer),1,8042
Will Amazon allow me to pay for this with five credit cards? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,0,5200
Anyone use this to clean cloth seats? per rose city custom's video using 9:1 ratio? [SEP] Meguiar's D10801 Super Degreaser - 1 Gallon,0,16186
Wyatt B. Bolshevik [SEP] Sharp Provolone Piccante Cheese (Whole Wheel) Approximately 11 Lbs,0,1424
Do I need to be a 19th century pugilist to use the product? [SEP] Livestream® Basic Chest Mount for Hands-Free Live Video or Streaming on Periscope or FB Live. Two wearable configurations; Includes Chest Mount Extension Phone Clamp Mount & J-Hook Screw 3-Way Pivot Arms and Action Mount® Adapter. Operable with Any Smartphone. Strongest Hold on the Market. Wearable Phone Mount for iPhones Samsung Galaxy HTC Windows etc. Use with any Phone or Gopro Camera.,1,10154
Can you hook this up to a digital camera and download pictures to it without a computer? [SEP] Seagate Backup Plus Slim 1TB Portable External Hard Drive for Mac with 200GB of Cloud Storage & Mobile Device Backup USB 3.0 (STDS1000100),0,10887
Will this make me breakfast? [SEP] Chemical Guys WAC_808_16 Hybrid V7 Optical Select High Gloss Spray Sealant and Quick Detailer (16 oz),1,3207
hi can I ask what type of gelatin is used? [SEP] Disney Finding Nemo Omega-3 Gummies 70 Count,0,18925
Is this a box stitch? [SEP] Buffy Comforter - King/Cal King - Softer Than A Cloud - Eucalyptus Fabric - Hypoallergenic - Down Alternative    ,0,3319
Do these have the Antimicrobial Vinyl like the version with chrome hinges? [SEP] MAYFAIR Soft Toilet Seat Easily Remove ROUND Padded with Wood Core White 13EC 000,0,7629
is this the good meat [SEP] ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,0,2249
Can I wipe my butt with this? [SEP] Ibanez 4-String Bass Guitar Right Handed Metallic Purple (GSRM20MPL),1,17310
helloI just put the wrong ordercan i just cancell it?thank you for your answer [SEP] Wilton Trim-N-Turn Ultra Cake Decorating Turntable - Cake Decorating Stand,0,3832
Your description is difficult to understand.  is this item ready to operate when plugged in to 110vac or are there more items that must be purchased? [SEP] tesla coil amazing flashing Generator high volt Marx generator big ARC Teaching experiment,0,1511
"Will these pull you towards the Earth's poles if worn as clothing? [SEP] Magnet Valley 5 Magnetic Sheets of 8"" x 10"" Adhesive 60 mil Magnet Ultra Thick",1,3172
Should I play this with my pants on or off? [SEP] Red Dead Redemption 2 - PlayStation 4,1,910
Are the Alligators aggressive with cats? My wife will kill me if something happens [SEP] River's Edge Alligator Standing Toilet Paper Holder Green,1,10447
"Will this fit the Kindle Fire HD 7 in? [SEP] Dylan's Candy Bar ""Lollipop"" Cover for Kindle (will only fit Kindle Kindle Touch & Kindle Paperwhite)",0,11096
Can an unlocked cdma phone make breakfast run errands and do my taxes? Sorry just trying to get a laugh. [SEP] Apple iPhone 6s 64GB Unlocked Smartphone Gold (Certified Refurbished),1,8204
I have been using permethrin and neem oil in my garden. How long do I need to wait before introducing the lady bugs? [SEP] 1500 Live Ladybugs - Good Bugs - Ladybugs - Guaranteed Live Delivery!,0,2351
will the atomic clock feature work perfectly in Nigeria? [SEP] Marathon CL030025WD Commercial Grade Jumbo Atomic Wall Clock with 6 Time Zones Indoor Temperature & Date Color-Wood.,0,13557
How heavy are they? [SEP] Baoding Balls Chinese Health Exercise Stress Balls Chrome Color,0,13625
Is it good for hunting [SEP] KingsArchery Self-Cocking Crossbow Bundle with Adjustable Sights Spare Crossbow String and Caps 27 Aluminim Arrow Bolt Set,0,14460
"Will it grant me immortality? [SEP] Great Eastern GE-87514 Madoka Magica 8"" Kyubey Plush",1,3902
Is this scarf made in italy [SEP] Mio Marino Winter Cashmere Feel Women Scarf 100% Cotton Fashion Scarves In Elegant Gift Box - Red Twigs on Gray/Black,0,15084
Are you willing to sell this diamond for 10k [SEP] GIA Certified Emerald Natural Loose Diamond (Carat: 2.0 Color: F Clarity: VS2),0,16129
If i use this to build a fat man launcher will the us army buy it? [SEP] Uranium Ore,1,6057
Will this pod take me back to Krypton? [SEP] Relaxman Relaxation Capsule,1,6004
"Has anyone searched for this item after watching the Big Bang Show? [SEP] 7 Chakra Rose Quartz Wand 6""-8"" - Reiki Healing rose quartz Healing wand",1,18705
Will I become possessed and kill a lot of people? [SEP] Ouija Board Game,1,18399
Is this yummy? [SEP] Goldblue Shrimp Meat U Shaped Neck Pillow Throw Pillow Cushion Plush Toy,1,16061
is it prime ? [SEP] Adult Batman Mask,0,16541
what are dimensions [SEP] 1:50 Scale O Gauge Colorful Painted Mixed Model People Figure Layout (Pack of 100),0,11002
when it will be available for amazon? [SEP] ASUS ROG Poseidon GeForce GTX 1080 TI 11GB Platinum Edition DP HDMI DVI Gaming Graphics Card (ROG-POSEIDON-GTX1080TI-P11G-GAMING),0,13961
"How big is it in comparison to an iphone 6 plus [SEP] StickerJOE Ticket to Hell Funny Cool Sticker 3.5"" X 2""",0,14693
Will this help me find a girlfriend? [SEP] Caseology Parallax for Google Pixel 2 XL Case (2017) - Award Winning Design - Black,1,16903
I was going to buy this as a gift.. but i don't want to pay for all the garorade. will this automatically be linked to the card i used to buy it? [SEP] Test,0,5816
Is the 12-pack 2699 [SEP] Fanta Green Apple Soda - 12 oz cans - 12 pack,0,1527
can i eat it? [SEP] HORI Pokken Tournament Pro Pad Limited Edition Controller for Nintendo Wii U,1,17393
The plasma pack is not included why is it pictured but not included? it's the reason I purchased this specific package. [SEP] Schylling Sea Monkeys Magic Castle,0,3926
Are these already built up or do they have to be built up? If they have to be built up is tape provided or should I purchase extra? [SEP] EcoBox Medium Moving Boxes Genuine Size  18 x 18 x 16 Inches Pack of 10,0,5014
Could this be used for a trouser snake? Lol [SEP] Zoo Med Calcium With Vitamin D3 Reptile Food 3-Ounce,1,15571
Can this be used on ceramic knives? [SEP] AccuSharp 001C Knife Sharpener,0,2110
Can I exchange the coat if it doesn't fit? [SEP] creazioniinpelle Men's Leather Trench Coat Jacket Made In Italy Size 3XL Black,0,5836
How long has betty white been using allura serum? [SEP] Allura Anti Aging Serum 0.50 fl oz,1,15210
"I have seen this item come with a sign for deadpool to hold. Does this come with a dry erase sign? [SEP] Kotobukiya Deadpool Marvel Now! ""Marvel Comics"" Artfx+ Statue",0,4051
It comes with the guy in the photo right? [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,14010
What are the board dimensions? The boards are getting so much smaller these days. [SEP] Winning Moves Games Classic Ouija,0,2968
Does this come with any kind of sticky surface to plant onto your car dashboard? [SEP] Royal Bobbles Donald Trump Bobblehead,0,1504
Do I have to use the iron ? [SEP] Blonde Botox Expert Purple Hair Treatment 33.8 fl.oz - Best for Blonde Hair - Anti-Brass Eliminate Yellows Toning Effect - Promotes the Smoothing of Hair - Adding Softness and Amazing Gloss,0,14106
"Will I be able to do a side ponytail and not see the wig cap? [SEP] YOPO 28"" Wig Long Big Wavy Hair Women Cosplay Party Costume Wig(Light Blonde)",0,14673
How do I get the proper SKU # on the 2 Tommy B. Map Quilt Sets that I ordered?  I don't want to send the wrong one back to the wrong seller. They are identical but from different sellers!  Thanks [SEP] Tommy Bahama Map Quilt Set Queen Khaki,0,14497
Will this be available before Christmas or do i have to wait till Jan. 20th 2017? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,2008
How many calories? [SEP] Sharp Provolone Piccante Cheese (Whole Wheel) Approximately 11 Lbs,0,12730
What size is it? [SEP] BigMouth Inc The Great Garden Gnome Massacre Hilarious Lawn Gnome Godzilla 9 Inches Tall,0,5923
Is this a place where wizards and witches can go to cast spells?  Like a gay bar but with magic? [SEP] CAP Olympic Trap Bar Shrug Bar Hex Bar with Combo Neutral Grips and Zinc Finish,1,4030
Does it come with another ( Pair of 2s) [SEP] Fantasy Warrior Full Tang Sword - Scimitar Slasher,0,9582
Will this bring out Pinhead and the other Cenobites? [SEP] EtoBesy Bluetooth Speakers with Colorful LED Light Mini Portable Wireless Speaker Stereo Magic Cube Music Player Hand-Free Speaker for iPhone Samsung MP3 MP4 Player Tablet Laptop Computer (Black),1,11338
Can Fresh Cab be used to keep mice out of a gas grill? [SEP] Earth Kind Fresh Cab Natural Botanical Rodent Repellant Mouse Pouch - 4 ct box - Pack of 3,0,17144
can this be worn under a football helment [SEP] Self Pro Balaclava - Windproof Ski Mask - Cold Weather Face Motorcycle Mask - Ultimate Thermal Retention & Moisture Wicking w/Performance Soft Fleece Construction,0,5966
ten dollar reund [SEP] Red Bull Energy Drink 24 Pack of 8.4 Fl Oz (6 Packs of 4),0,442
Can this really tell the future? [SEP] Mr. Predicto Fortune Telling Ball - The Fun Way to Discover Your Future - Ask a YES or NO Question & He'll Magically Speak the Answer - Like a Next Generation Magic 8 Ball - Fortune Teller Toy,1,13636
Does it hurt [SEP] Delta Suicide Squad Cosplay Harley Quinn Outfit Suits Halloween Costume/Baseball Bat,1,14894
And I got kicked out of class for suggesting this as an invention when I was in 6th grade? [SEP] GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,1,17692
I need to find out if this puppy can run PAINT ? [SEP] Dell Alienware Area-51 Gaming Machine (Intel Core i7-5820K 6-cores 32GB DDR4 Ram 18 TB HDD Windows 7 Professional),1,8276
I've got banana stuck between the the slicer blades. What should I do now? [SEP] Hutzler 571 Banana Slicer,0,14495
does the smart watch works only on samsung smartphones or all smartphones ? [SEP] Samsung Gear S Smartwatch Black 4GB (AT&T),0,5693
"Is this made in the USA? [SEP] Electro Deflecto Unisex ""Tin"" Foil Hat One Size",0,14489
Can you taste the panther? [SEP] Endangered Species Panther Natural Dark Chocolate Squares (88% Cocoa) 10-Count Individually Wrapped Pieces (Pack of 6),1,3190
I want to mount to my Harley is it loud enough?  Straight forward answers please [SEP] AOMAIS Sport II Portable Wireless Bluetooth Speakers 4.0 Waterproof IPX7 20W Bass Sound Stereo Pairing Durable Design Backyard Outdoors Travel Pool Home Party (Orange),0,14176
is the model for sale? [SEP] Secpro Shemagh Tactical Military Scarf Turban Arab Lightweight OD Cotton 42x42,0,13920
Does she come with it? [SEP] Harley Quinn Cross Front Triangle Cross Cut Out Low Rise Womens Bikini XL,1,12976
Is this what David used to kill Goliath?? [SEP] Paracord Shepherd Sling (Old-fashioned Slingshot) Handmade By David the Shepherd (Black),1,16806
Is rat disposal easy? [SEP] Grandpa Gus's Rat Traps Snap Tunnels - Heavy Duty - Indoor Outdoor For Bait - 2 PK,0,18818
Is this a joke? [SEP] Super Mario Odyssey - Nintendo Switch,1,16743
Will this mask help me kill my father? [SEP] Star Wars: The Force Awakens Adult Kylo Ren Half Helmet,1,3912
Will this toy come fully vaccinated?  I’d hate for it to bite a child and then have to undergo a series of rabies shots. [SEP] Jurassic World Real Feel Mosasaurus Figure,1,13455
What do you call fake spaghetti? Impasta! [SEP] Samsung UN85S9 Framed 85-Inch 4K Ultra HD 3D Smart LED TV,1,4536
How's the taste? Is it painful? [SEP] Clorox HE Performance Bleach 121 Oz. (Pack of 1),1,15401
"The product dimensions say the ant farm is 6.5x1.5x6.  is this true?  that seems very small.  uncle miltons is 13"" long and people are complaining abo [SEP] Amazing Ant Habitat W/ LED Light. Enjoy A Magnificent Habitat. Great For Kids & Adults. Evviva Ant Ecosystem W/ Enhanced Blue Gel. Educational & Learning Science Kit. Live Harvester Ants Not Included.",0,15342
Will I sound like Chuck Mangione overnight? [SEP] Allora AAFG-103F Series Bb Flugelhorn,1,16951
The sword is only one  size or it get smaller? [SEP] Rubie's Costume Star Wars Darth Vader Costume & Accessories Bundle Multicolor Medium,0,1032
Can this tv build me a house? [SEP] Samsung UN85S9 Framed 85-Inch 4K Ultra HD 3D Smart LED TV,1,16212
Shrek is love? [SEP] Pillow Pets Authentic DreamWorks Shrek Folding Plush Pillow- Large,1,1296
Can it kill the spawn of satan [SEP] Giant Gummy Bear approx 5 Pounds - Cherry Flavored Giant Gummy Bear,1,10767
can I kill my ex wife with this thing? [SEP] Star Wars The Black Series Kylo Ren Force FX Deluxe Lightsaber,1,10196
My partner wear red santa claus costume and i wear bah humbug santa costume black santa vs.red santa who's gonna win? [SEP] Rubie's Bah Humbug Santa Suit Black/White Standard Costume,1,12812
Does a battery charger come with this phone? [SEP] LG Optimus Exceed 2 (Verizon Prepaid),0,16025
Is it OK to drink milk with bacon if I am Jewish? [SEP] Tuscan Dairy Whole Vitamin D Milk Gallon 128 oz,1,17830
Can it fit  a sugar glitter [SEP] Prevue Hendryx SP2030G Three Story Hamster and Gerbil Cage Mint Green,1,18581
"could you custom color it ombre [SEP] YOPO 28"" Wig Long Big Wavy Hair Women Cosplay Party Costume Wig(Light Blonde)",0,4918
Are these made in America? [SEP] Ivanka Trump Women's Mandel Ankle Bootie,0,1423
Why is bootleg Will Ferrell in the picture? [SEP] Smiffys Adult Unisex Chainsaw with Sound Black Batteries Included 20 inches 39729,1,8292
Can you eat the gun? [SEP] BBTac Airsoft Gun Package - Black Ops - Collection of Airsoft Guns - Powerful Spring Rifle Shotgun Two SMG Mini Pistols and BB Pellets Great for Starter Pack Game Play,1,16973
If i put this in my bedroom will the cia watch me? [SEP] Echo Show - 1st Generation Black,1,7202
Are you able to connect two displays reading from the same sensor station? [SEP] AcuRite 01512 Wireless Weather Station with 5-in-1 Weather Sensor: Temperature and Humidity Gauge Rainfall Wind Speed and Wind Direction,0,6753
Does this come in a 3XL size? also does it protect against nuclear radiation [SEP] turelar Adapter Splitter Charging Cable Accessorie,1,18991
"What about the box he came in? [SEP] Chucky 15"" Good Guys Talking Doll Standard",0,12926
"Is there a tag attached to the towel? [SEP]  Waffle Weave Microfiber Drying Towel XL Gray Matter 25"" x 36"" Gray Matter 2 Pack",0,14341
Kanye west is going to sue !?! [SEP] Tokee Unisex Led Light Up Shoes USB Cable Charging Luminous Sneakers,1,7450
Where is this made? [SEP] M'Baby Baby Balls Colorful Rattle Ball Soft Newborn Infant Toys for 0 to 36 Months,0,906
If i light it on fire and throw it in a Volcano will it melt? [SEP] Portal 2 Companion Ice Cube Silicone Tray - Makes Large Novelty Ice Cubes,1,10427
Could you dip them in water or do they need to be in your ear to be sealed? My daughter keeps sucking on my headphones. [SEP] Avantree Hippocampus WATERPROOF IPX8 In-Ear Earphones Sports Secure Fit Earbuds Noise Isolation Underwater Headphones with Memory Ear Hook,1,10927
people buy this ? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,11587
does the guy come as well? [SEP] Fun Express YELLOW CONSTRUCTION HATS (1 DOZEN) - BULK Model: IN-25-1615,1,18040
is it possible to swap the hidden blade with a real blade? [SEP] Assassin's Creed Syndicate Assassin's Gauntlet with Hidden Blade,1,8322
"Is this bat marked ""approved for Dixie Youth"" as well as other leagues? [SEP] EASTON SL16S5005 S500 2 5/8"" BARREL DIAMETER  -5 LENGTH TO WEIGHT RATIO SENIOR LEAGUE/YOUTH BIG BARREL BASEBALL BAT",0,7180
Is it made in china.. [SEP] The Authentic St. Joseph Home Sale Practice,0,16161
how big is the rock? [SEP] Uranium Ore,0,1759
does the quantum drive take me to another galaxy? [SEP] Airsoft Innovations Cyclone Impact Airsoft Grenade,1,18077
can i buy an alexa show and take it to work and still control and monitor my network at home ? [SEP] Echo Show - 1st Generation Black,0,5439
Will these clips set the alarm off when you go thru security at the airport? [SEP] Leegoal 40pcs U Shape Iron Snap Clips For Feather Hair Extensions Wigs Weft Black Color,1,8685
When will we get it if it is not release date elligible? [SEP] Red Dead Redemption 2 - PlayStation 4,0,11204
Does it have windows movie maker? [SEP] Dell Alienware Area-51 Gaming Machine (Intel Core i7-5820K 6-cores 32GB DDR4 Ram 18 TB HDD Windows 7 Professional),0,1267
What are the dimensions of the float? [SEP] Coconut Float Pool Floats; Gigantic Pelican Pool Raft 7 Ft.,0,1686
"will i be able to rock out with my clout out? [SEP] THE ORIGINAL ""Clout Goggles"" 100% Authentic - HypeBeast Supreme Pure White",1,6477
Is it possible to get a list of ALL the ingredients in this product? Thanks! [SEP] Honest Amish Beard Balm Leave-in Conditioner - Made with only Natural and Organic Ingredients - 2 Ounce Tin,0,11952
Really surprised that oprah is pushing the dna test when it will eventually bite you all in the butt don't you think? [SEP] 23andMe DNA Test - Ancestry Personal Genetic Service - Includes 1000+ Geographic Regions DNA Relative Finder (Opt-in) & More,1,17117
Does it need a Mr. Miyagi's professional skill? Wax on was off lol [SEP] Chemical Guys WAC_808_16 Hybrid V7 Optical Select High Gloss Spray Sealant and Quick Detailer (16 oz),1,15173
Does The game works [SEP] Shadow The Hedgehog - Gamecube,0,6357
How many amps? [SEP] Xprite Red & Blue 16 LED High Intensity LED Law Enforcement Emergency Hazard Warning Strobe Lights for Interior Roof/Dash / Windshield with Suction Cups,0,10327
Is there a reason why the white version is so much cheaper than the black version? [SEP] Samsung Universal 9500mAh Portable External Battery Charger - Black,0,12435
Is it dishwasher safe? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,16663
I work for a construction company can I power a jack hammer with this unit? just kidding I can not believe some of the questions asked. [SEP] Viair 00073 70P Heavy Duty Portable Compressor,1,735
Seeing it looks see through I can’t wear bra an how would my breast be supported throughout the day? [SEP] APXPF Women's Cathedral Train Lace Applique Wedding Dress for Bride With Match Veil White US18,0,4669
Is the hamon real? [SEP] Ace Martial Arts Supply Handmade Japanese Shirasaya Samurai Katana Sharp Sword-Musha (Burgundy),0,8531
can i use it with my mac? [SEP] TJ 16 GB Metal Gun shape USB Flash drive,0,4290
Is there an electric version that will cook and slice at the same time? [SEP] Hutzler 571 Banana Slicer,1,2662
Why don't you ship to Alaska? [SEP] Pokemon Gym Badges Set of 8PCS (Red),0,16662
does it give you magical powers like fire resistance / [SEP] ThinkGeek Canned Dragon Meat Toy,1,8966
Can i use this to power myself up like son goku? [SEP] BMK 200W Car Power Inverter DC 12V to 110V AC DC Adapter 4 USB Ports Charger Adapter Car Plug Converter with Switch and Currency LCD Screen,1,1900
Will big brother be watching? [SEP] Amazon Cloud Cam Security Camera Works with Alexa,1,3082
If this runs long enough on a floor with footprints will it shine the floor? [SEP] O-Cedar O-Duster Robotic Floor Cleaner,0,5952
Can unit be mounted on a horizontal surface? [SEP] SmartGuard Motion Sensor Twin 4 pc LED Lights with Built-in Camera 4g Sd Card Included,0,3492
Does it also come with bleach [SEP] Jacob Sartorius Case / Color Black Rubber / Device iPhone 6/6s,1,1156
Is it good for buring zombies? [SEP] Zippo Butane Fuel 42 gram Packaging may vary.,1,2695
Do I have to say it or think it [SEP] Mattel Games Magic 8 Ball,1,11492
Your kidding me right? [SEP] Digital Voice RecorderActivated Sound Audio Recorder Dictaphone,1,1365
Does the bikini come with the girl too? [SEP] Handmade Chainmail Bikini Set with Small Rings Beachwear Swimsuit Sexy Bikini,1,180
