,sentence,label,idx
516,Self-fertilization in human: having a male embryo without a father.,1,1046
517,Components of vestibular cortical function,0,2914
518,A comparative ultrastructural analysis of exine pattern development in wild-typeArabidopsis and a mutant defective in pattern formation,0,2351
519,Diabetic Retinopathy Severity and Peripheral Lesions Are Associated with Nonperfusion on Ultrawide Field Angiography.,0,2133
520,The EURO-NOTES clinical registry for natural orifice transluminal endoscopic surgery: a 2-year activity report,0,2591
521,Sensors for impossible stimuli may solve the stereo correspondence problem,0,3332
522,Behavioural type affects dominance and growth in staged encounters of cooperatively breeding cichlids,0,1874
523,"Electrogastrography prior to and following total gastrectomy, subtotal gastrectomy, and gastric tube formation",0,2290
524,Anxiolytic-like effects produced by bilateral lesion of the periaqueductal gray in mice: Influence of concurrent nociceptive stimulation,0,3373
525,Up-regulation of the hyaluronate receptor CD44 in canine distemper demyelinated plaques,0,2936
526,En face swept-source OCT choroidal vasculography (CVG),0,2594
527,Would You Do as a Robot Commands? An Obedience Study for Human-Robot Interaction,1,359
528,Ruxandra Sireteanu (19452008),0,2689
529,The Treatment of Suppurative Chronic Wounds with Maggot Debridement Therapy.,1,938
530,The midwife-mother relationship,1,1623
531,"Breast cancer receptor status and stage at diagnosis in over 1,200 consecutive public hospital patients in Soweto, South Africa: a case series",0,2393
532,"Forensic approach to an archaeological casework of ""vampire"" skeletal remains in Venice: odontological and anthropological prospectus.",1,678
533,Tree-hugging koalas demonstrate a novel thermoregulatory mechanism for arboreal mammals,1,1229
534,Dizziness in Discus Throwers is Related to Motion Sickness Generated While Spinning,1,12
535,"BOSC: a better oscillation detection method, extracts both sustained and transient rhythms from rat hippocampal recordings.",0,3149
536,A Power-Efficient Ultra-Wideband Pulse Generator Based on Multiple PM-IM Conversions,0,2127
537,The Collapse of Toilets in Glasgow.,1,68
538,"Gossip, Humor, and the Art of Becoming an Intimate of Jesus",1,1364
539,Mozart's Scatological Disorder,1,224
540,Improved Elephant Herding Optimization for Multiobjective DER Accommodation in Distribution Systems,0,1967
541,Shedding Light on Bird Egg Color: Pigment as Parasol and the Dark Car Effect.,1,1179
542,Magnitude of stress experienced by baseball and softball umpires,1,469
543,Lessons from the DREAM2 Challenges.,0,2840
544,Good Samaritan Surgeon Wrongly Accused of Contributing to President Lincoln's Death: An Experimental Study of the President's Fatal Wound,1,1461
545,Relationship between acidity and microbiological properties in some tea soils,0,1787
546,Application of a solution proximity annealing technique for fabrication of ion-implanted GaAs integrated circuits,0,2066
547,Human face structure correlates with professional baseball performance: insights from professional Japanese baseball players,1,689
548,CD34+ selected cells in mismatched stem cell transplantation: a single centre experience of haploidentical peripheral blood stem cell transplantation,0,2348
549,Toxoplasma gondii Dopamine a missing link between schizophrenia and toxoplasmosis?,1,202
550,"Standardised Extract of Bacopa monniera (CDRI-08) Improves Contextual Fear Memory by Differentially Regulating the Activity of Histone Acetylation and Protein Phosphatases (PP1α, PP2A) in Hippocampus",0,3052
551,"Knowledge, Attitude and Practice regarding Dandruff among Soldiers",1,1110
552,Women who prefer longer penises are more likely to have vaginal orgasms (but not clitoral orgasms): implications for an evolutionary theory of vaginal orgasm.,1,1473
553,Top Downloads in IEEE Xplore [Reader's Choice],0,1981
554,Dynamics of Conflicts in Wikipedia,1,373
555,Creativity on tap? Effects of alcohol intoxication on creative cognition.,1,1290
556,Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brainbehavior relations for empathy and Theory of Mind,0,3027
557,Transmission Loss Optimization-Based Optimal Power Flow Strategy by Hierarchical Control for DC Microgrids,0,1962
558,Spatial normalization of ultrahigh resolution 7 T magnetic resonance imaging data of the postmortem human subthalamic nucleus: a multistage approach,0,2991
559,Proprioceptive regulation of interlimb behavior: interference between passive movement and active coordination dynamics,0,3372
560,A Penis-shortening Device Described by the 13th Century Poet Rumi,1,1134
561,An extension of the Hirsch index: Indexing scientific topics and compounds,0,2095
562,The Cow with Zits.,1,1262
563,Miniature Crime Scenes: A Novel Use in Crime Seminars,1,292
564,A Dynamical Explanation of the Falling Cat Phenomenon.,1,540
565,Combination therapy of reninangiotensin system inhibitors plus calcium channel blockers versus other two-drug combinations for hypertension: a systematic review and meta-analysis,0,2446
566,Isolation and characterization of the fragrant cyclamen O-methyltransferase involved in flower coloration,0,1814
567,Celebrating Fragmentation: The Presence of Aristocratic Body Parts in Monastic Houses in Twelfth- and Thirteenth-Century England,1,829
568,Reply: Combined CT techniques to assess functionally significant coronary stenosis.,0,2157
569,Variation in acid tolerance of certain freshwater crustaceans in different natural waters,0,1724
570,Death by chocolate - is it possible?,1,1420
571,Visual modulation of otolith-dependent units in cat vestibular nuclei,0,3135
572,Strange sensation after a chicken stew,1,777
573,Saccharomyces boulardii upgrades cellular adaptation after proximal enterectomy in rats.,0,2340
574,Resource Allocation for SVC Streaming Over Cooperative Vehicular Networks,0,1965
575,"Digit Ratio (2D:4D) Predicts Sporting Success among Female Fencers Independent from Physical, Experience, and Personality Factors",1,1217
576,Epidemiology of reindeer parasites,1,1054
577,Assessing preferences of beach users for certain aspects of weather and ocean conditions: case studies from Australia.,1,1499
578,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,0,2121
579,Equal treatment: no evidence of gender inequity in osteoporosis management in a coordinator-based fragility fracture screening program,0,2171
580,Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,0,2165
581,The chromatic Ramsey number of odd wheels,0,2042
582,Facial resemblance between women's partners and brothers,1,499
583,Stereopsis with persisting and dynamic textures,0,2717
584,Hepatoprotective effects of artemisia scoparia against carbon tetrachloride: an environmental contaminant.,0,2185
585,Equine Gothic: The Dead Mule as Generic Signifier in Southern Literature of the Twentieth Century,1,1507
586,"Lack of field-based recruitment to carbohydrate food in the Korean yellowjacket, Vespula koreensis",0,1843
587,Personality development in psychotherapy: a synergetic model of state-trait dynamics,0,3233
588,Pizza and Risk of Acute Myocardial Infarction,1,320
589,A Method for Predicting Psychological Response to Meaningless Random Noise Based on Fuzzy System Model,1,998
590,Clinical significance of low voltage in asymptomatic patients with pericardial effusion free of heart disease.,0,2497
591,Economic Insecurity Increases Physical Pain,1,1198
592,Is 'Huh?' a universal word? Conversational infrastructure and the convergent evolution of linguistic items,1,137
593,"The genetics of bipolar disorder: genome 'hot regions,"" genes, new potential candidates and future directions",0,2759
594,Clowning: An Opportunity for Ministry.,1,257
595,The Effects of Cholinergic and Serotoninergic Drugs on Motility in Vitro of Haplometra cylindracea (Trematoda: Digenea),1,1373
596,Electrodiffusive Model for Astrocytic and Neuronal Ion Concentration Dynamics,0,2817
597,Accidental Politicians: How Randomly Selected Legislators Can Improve Parliament Efficiency,1,837
598,Cross-species approaches to cognitive neuroplasticity research,0,2913
599,Use of incidentally encoded memory from a single experience in cats,1,587
600,Self-assessment quiz,0,2319
601,A Man Who Pricked His Finger and Smelled Putrid for 5 Years,1,180
602,"Development of microsatellite markers for the white mangrove (Laguncularia racemosa C.F. Gaertn., Combretaceae)",0,3412
603,"Cloning of molecular markers for disease resistance in sunflower, Helianthus annuus L.",0,1777
604,Wearable Circularly Polarized Antenna for Personal Satellite Communication and Navigation,0,2040
605,Pericardial and cardiac pressure.,0,2282
606,Bat attack! : an unusual cause of keratouveitis.,1,547
607,Observations of Drinking in Natural Settings: Vancouver Beer Parlors and Cocktail Lounges,1,449
608,How to commit a perfect murder,1,482
609,Effect of Self-Reported Sexual Arousal on Responses to Sex-Related and Non-Sex-Related Disgust Cues,1,412
610,Semantic priming of different affective categories.,0,2873
611,"A Jungle in There: Bacteria in Belly Buttons are Highly Diverse, but Predictable",1,1083
612,Effects of the Selective Serotonin Reuptake Inhibitor Fluoxetine on Social Behaviors in Male and Female Prairie Voles (Microtus ochrogaster),1,827
613,Different slopes for different folks: alpha and delta EEG power predict subsequent video game learning rate and improvements in cognitive control tasks.,0,2983
614,Atlantic fishes in the Chukchi Borderland,0,1773
615,Nifty ways to leave your lover: The tactics people use to entice and disguise the process of human mate poaching.,1,1517
616,Do right-handers live longer? An updated assessment of baseball player data,1,703
617,Effects of hardware heterogeneity on the performance of SVM Alzheimer's disease classifier,0,2704
618,Cystic fibrosis: transition from paediatric to adult care.,0,2197
619,Long-term immunogenicity of hepatitis B vaccination in children and adolescents in a southern Italian town,0,2203
620,Chronic pain in individuals with spinal cord injury: a survey and longitudinal study,0,3211
621,Dysregulation of kisspeptin and neurogenesis at adolescence link inborn immune deficits to the late onset of abnormal sensorimotor gating in congenital psychological disorders,0,2987
622,Skipping and Hopping of Undergraduates: Recollections of When and Why.,1,284
623,Earthworm invasion into previously earthworm-free temperate and boreal forests,0,1931
624,Infiltrative Hepatocellular Carcinoma,0,2384
625,Physical activity and television watching in relation to semen quality in young men.,1,1259
626,"Biomphalaria spp. (Preston,1910) snails in the municipality of Juiz de Fora, Zona da Mata Mineira mesoregion, state of Minas Gerais, Brazil.",0,2527
627,"Water Quality Improvement after Shifting of Idol Immersion Site: A case study of Upper Lake, Bhopal, India",1,746
628,Expression of the multidrug resistance-associated P-glycoprotein (P-170) in 59 cases of de novo acute lymphoblastic leukemia: prognostic implications.,0,2626
629,Imaging techniques for chemical application on crops,0,1731
630,Criteria for Emotion Recognition from Verbal and Nonverbal Expression: Studying Baggage Loss in the Airport,1,398
631,Glue Ear and Grommets,1,658
632,Associations of impaired glucose metabolism and dyslipidemia with cardiovascular diseases: what have we learned from Japanese cohort studies for individualized prevention and treatment?,0,2221
633,Patient Outcomes With STEMI Caused by Aneurysmal Coronary Artery Disease and Treated With Primary PCI.,0,2655
634,Giant left atrium associated with mitral valve prolapse.,0,2369
635,Could taxonomic misnaming threaten the ex situ conservation and the usage of plant genetic resources?,0,1844
636,Perceptual responses while wearing an American football uniform in the heat,1,1292
637,Bipolar and borderline patients display differential patterns of functional connectivity among resting state networks,0,2977
638,"Melanocortin 4 receptor antagonists attenuates morphine antinociceptive tolerance, astroglial activation and cytokines expression in the spinal cord of rat",0,2737
639,Blood products use in France: a nationwide cross-sectional survey.,0,2174
640,Non-Pathological Associational Loosening of Marlon Brando: A Sign of Hypoarousal?,1,822
641,Music and the small human being,1,456
642,Attentional modulation of oscillatory activity in human visual cortex,0,3358
643,Personal predictors of spectator aggression at little league baseball games.,1,697
644,A cryptic cytostome is present inEuglena,0,1804
645,The Leadership of Ronald McDonald: Double Narration and Stylistic Lines of Transformation.,1,961
646,I Lost It in the Lights: The Effects of Predictable and Variable Intermittent Vision on Unimanual Catching,1,1154
647,Head injuries in nursery rhymes: evidence of a dangerous subtext in children's literature,1,1127
648,"Money and Transmission of Bacteria,",1,1705
649,Concussions experienced by Major League Baseball catchers and umpires: field data and experimental baseball impacts,1,1017
650,Some Useful Morphologic Factors in Racial Anatomy,1,293
651,Excess of Counterclockwise Scalp Hair-Whorl Rotation in Homosexual Men,1,662
652,An Approximate Dynamic Programming Algorithm for Large-Scale Fleet Management: A Case Application,0,2087
653,Activity dependent therapies modulate the spinal changes that motoneurons suffer after a peripheral nerve injury,0,3200
654,"Quiet eye gaze behavior of expert, and near-expert, baseball plate umpires",1,1448
655,Mid-season gas exchange of an alpine grassland under elevated CO2,0,1812
656,Prognostic Factors and Survival in Pediatric and Adolescent Liposarcoma,0,2457
657,Sex differences in neurological and psychiatric disorders,0,2674
658,Four-Finger Grip Bag with Tea to Prevent Smell of Contractured Hands and Axilla in Bedridden Patients.,1,642
659,"Genetic diversity and phylogenetic relationships of the Manchurian zokor Myospalax psilurus (Rodentia, Muridae) according to RAPD-PCR analysis",0,1918
660,Studies on the Mite Fauna of House Dust in Scotland with Special Reference to that of Beddings.,1,1668
661,Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.,1,955
662,Toxicological deaths of major league baseball players,1,1252
663,Mesenchymal stromal cells: are they ready for prime time?,0,2516
664,Performance of FRAX in clinical practice according to sex and osteoporosis definitions: the Manitoba BMD registry,0,2346
665,The Babymaker : Fertility Fraud and the Fall of Dr. Cecil Jacobson,1,199
666,Building Rome in a day,1,1122
667,Head-Mounted Eye Tracking of a Chimpanzee under Naturalistic Conditions,1,897
668,Visual gaze behavior of near-expert and expert fast pitch softball umpires calling a pitch,1,555
669,Mandibular Angle Augmentation with the Use of Distraction and Homologous Lyophilized Cartilage in a Case of Morphing to Michael Jackson Surgery.,1,1587
670,The Emergence of Thinking: Bion as the Link Between Freud and the Neurosciences.,1,1443
671,A 0.9V CMOS 3-5 Ghz broadband flat gain low-noise amplifier for ultra-wide band receivers,0,2051
672,Something smells fishy: Olfactory suspicion cues improve performance on the Moses illusion and Wason rule discovery task,1,380
673,Three-dimensional modeling of a direct current operated Hg-Ar lamp,0,2102
674,Microbial Treatment of Kitchen Refuse With Enzyme-Producing Thermophilic Bacteria From Giant Panda Feces,1,153
675,Long-Delayed Radio Echoes: Observations and Interpretations,1,1117
676,The stimulus integration area for horizontal vergence,0,2862
677,Modulation of spinal pain processing by cannabinoid receptor agonists,0,2758
678,Running Speeds of Crippled Coyotes,1,332
679,Automated ingestion detection for a health monitoring system.,1,1476
680,The illusion of owning a third arm.,1,737
681,Using Functional Near Infrared Spectroscopy (fNIRS) to Study Dynamic Stereoscopic Depth Perception,0,3228
682,Amphetamine effects in microtine rodents: A comparative study using monogamous and promiscuous vole species,0,2845
683,Experimental provocation of 'ice-cream headache' by ice cubes and ice water.,1,1095
684,"Alexandr Pavlovich Rasnitsyn, (palaeo)entomologist extraordinaire  a personal appreciation",0,1892
685,Birth weight relates to salt sensitivity of blood pressure in healthy adults.,0,2659
686,Ichnofabrics Elucidate the Accumulation History of a Condensed Interval Containing a Vertically Emplaced Ichthyosaur Skull,1,707
687,A Performer's Guide to Theatrical Elements in Selected Trombone Literature,1,382
688,"Float, Explode or Sink: Postmortem Fate of Lung-breathing Marine Vertebrates",1,1378
689,Testing Acaricide Susceptibility of the Brown Dog Tick Rhipicephalus sanguineus (Latreille 1806). II Teabag Method.,1,798
690,"The swimsuit becomes us all: ethnicity, gender, and vulnerability to self-objectification.",1,1666
691,"An Experiment in Dream Telepathy with ""The Grateful Dead"".",1,244
692,Changing Eating Habits on the Home Front: Lost Lessons from World War II Research.,1,1258
693,Circulating adhesion molecules and carotid artery structural changes in patients with noninsulin-dependent diabetes mellitus,0,2485
694,Naughty Words in British Placenames,1,814
695,Interplay between acoustic/phonetic and semantic processes during spoken sentence comprehension: An ERP study,0,2969
696,Taboo Words and Reprimands Elicit Greater Autonomic Reactivity in a First Language than in a Second Language,1,235
697,Gender Differences in Receptivity to Sexual Offers.,1,1629
698,Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform perturbation,0,2793
699,A program to help major league baseball players quit using spit tobacco,1,381
700,"Post-release survey to assess impact and potential host range expansion by Amitus hesperidum and Encarsia perplexa, two parasitoids introduced for the biological control of the citrus blackfly, Aleurocanthus woglumi in Dominica",0,1857
701,Physician Perspectives on Readmission,0,2669
702,Area- and Power-Efficient Design of Daubechies Wavelet Transforms Using Folded AIQ Mapping,0,2009
703,Visual Cues Given by Humans Are Not Sufficient for Asian Elephants (Elephas maximus) to Find Hidden Food,1,865
704,Elvis to Eminem: quantifying the price of fame through early mortality of European and North American rock and pop stars.,1,940
705,Free Walking Speeds on Stairs: Effects of Stair Gradients and Obesity of Pedestrians,1,1279
706,The eyes and ears are visual indicators of attention in domestic horses.,1,994
707,Epidemiology of breast cancer in young women,0,2263
708,Beauty Queens and Battling Knights: Risk Taking and Attractiveness in Chess,1,1365
709,Let me whisper in your ear.,1,565
710,Interruptions in Political Interviews: A Study of Margaret Thatcher and Neil Kinnock,1,1132
711,Modulation of pain by emotional sounds: a laser-evoked potential study.,1,957
712,An Ultrasonic Guided Wave Mode Excitation Method in Rails,0,2069
713,Didgeridoo Playing as Alternative Treatmentfor Obstructive Sleep Apnoea Syndrome: Randomised Controlled Trial,1,862
714,An Ode to Substance Use(r) Intervention Failure(s): SUIF,1,532
715,Editorial Comment: Can We Avoid Pulmonary Vein Stenosis Following Ablation of Atrial Fibrillation?,0,2354
716,Super Bowls: serving bowl size and food consumption,1,801
717,Defoliation Affects Chemical Defenses in All Plant Parts of Rye Seedlings,0,2668
718,Using Economic Evaluations to Make Formulary Coverage Decisions,0,2233
719,Mouse beta cell proliferation is inhibited by thymidine analogue labelling,0,2606
720,Self-image of punk rock and nonpunk rock juvenile delinquents.,1,878
721,Predictors of response to interferon therapy,0,2362
722,Pulling Teeth in Eighteenth-Century Paris.,1,769
723,"Vocal behaviour of Barred Antshrikes, a Neotropical duetting suboscine bird",0,1774
724,The Effects of Serotonin on the Differentiation of Neurons Producing Vasoactive Intestinal Polypeptide in the Suprachiasmatic Nucleus of the Rat,0,3084
725,Women's adult romantic attachment style and communication by cell phone with romantic partners.,1,733
726,Predicting brain-age from multimodal imaging data captures cognitive impairment,0,3082
727,Implications of age and diet on canine cerebral cortex transcription,0,2995
728,On the Glug-Glug of Ideal Bottles.,1,1144
729,Severe neonatal hyperbilirubinemia in the Netherlands.,0,2398
730,Protein evolution driven by symmetric structural repeats,0,1983
731,Three Centuries of Women's Dress Fashions: A Quantitative Analysis.,1,860
732,A Grid-Interactive Permanent-Magnet Synchronous Motor-Driven Solar Water-Pumping System,0,2091
733,Facial Indicators of Positive Emotions in Rats,1,1460
734,Subunit interaction with PICK and GRIP controls Ca2+ permeability of AMPARs at cerebellar synapses,0,2877
735,"Letter by Stocker and Maghzal regarding article, ""Mitochondrial DNA damage can promote atherosclerosis independently of reactive oxygen species through effects on smooth muscle cells and monocytes and correlates with higher-risk plaques in humans"".",0,2198
736,On performance evaluation of hybrid decode-amplify-forward relaying protocol with partial relay selection in underlay cognitive networks,0,2005
737,Dental fracture and chocolate candies: case report.,1,1498
738,"Comment on Sanfélix-Genovés et al.: Prevalence of osteoporotic fracture risk factors and antiosteoporotic treatments in the Valencia region, Spain. The baseline characteristics of the ESOSVAL cohort",0,2639
739,Disturbance of sleep by sonic booms.,1,646
740,Zoster paresis: Asymptomatic MRI lesions far beyond the site of rash and focal weakness,0,3198
741,"The Facial Width-to-Height Ratio Predicts Sex Drive, Sociosexuality, and Intended Infidelity",1,944
742,Influence of alignment of the pyramid on its beneficial effects.,1,1173
743,The neocortex of cetaceans: cytoarchitecture and comparison with other aquatic and terrestrial species.,0,2741
744,Neuregulin 1 ICE-single nucleotide polymorphism in first episode schizophrenia correlates with cerebral activation in fronto-temporal areas,0,3386
745,The Bearded Airway.,1,503
746,Two visual systems re-viewed,0,3006
747,Nephroendocrinology: When endocrinology meets nephrology,0,2262
748,Prevalence of metabolic syndrome (METS) using IDF 2005 guidelines in a semi urban south Indian (Boloor Diabetes Study) population of Mangalore.,0,2349
749,Why wet feels wet? A neurophysiological model of human cutaneous wetness sensitivity.,1,265
750,Assimilate partitioning in pigeonpea under two levels of drought and during recovery,0,1886
751,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,1,1088
752,Flicker parameters are different for suppression of myopia and hyperopia,0,2988
753,The encoding of alternatives in multiple-choice decision-making,0,3191
754,Just one more episode': Frequency and theoretical correlates of television binge watching,1,1310
755,"Influence of hand grenade weight, shape and diameter on performance and subjective handling properties in relations to ergonomic design considerations",1,890
756,Caloric restriction in young rats disturbs hippocampal neurogenesis and spatial learning,0,3089
757,Blood money: Bayer's inventory of HIV-contaminated blood products and third world hemophiliacs.,1,1674
758,Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study,0,2650
759,"Presence of anti-Leishmania (Viannia) braziliensis antibodies in blood donors in the West-Central region of the State of Paraná, Brazil.",0,2435
760,Good Physic but Bad Food: Early Modern Attitudes to Medicinal Cannibalism and its Suppliers.,1,698
761,Honesty when lighting votive candles in church: an informal look.,1,1337
762,Arthroscopic removal of a plastic soft drink bottle cap in the knee: a case report.,1,757
763,Sex on the brain: the rise and fall of German sexual science.,1,1255
764,An Extension of the Ham Sandwich Theorem.,1,597
765,Selective perturbation of visual input during prehension movements,0,2858
766,The 'Feline Five': An exploration of personality in pet cats (Felis catus).,1,1665
767,The effects of chocolates given by patients on the well-being of nurses and their support staff.,1,1075
768,Enhanced generation of reactive oxygen species in the limb skeletal muscles from a murine infarct model of heart failure.,0,2423
769,Transcriptome Analysis and Functional Genomics of Sugarcane,0,1859
770,"Effects of social instability stress in adolescence on long-term, not short-term, spatial memory performance",0,3172
771,Presence of pathogenic bacteria in ice cubes and evaluation of their survival in different systems,1,258
772,Symmetry-breaking phase transitions in highly concentrated semen.,1,507
773,Surgical Management of an Epidemic of Penile Amputations in Siam,1,55
774,Noise-Making Amongst the Elderly in Long Term Care.,1,1348
775,CASE REPORT: Refractory Pancreatitis Secondary to Ruptured Hepatocellular Carcinoma into the Common Bile Duct,0,2200
776,Optimal Power Control for Multi-User Relay Networks over Fading Channels,0,2076
777,Regulation of ICE activity and ICE isoforms by LPS,0,2756
778,"2-PMPA, a NAAG peptidase inhibitor, attenuates magnetic resonance BOLD signals in brain of anesthetized mice",0,3167
779,Walking like dinosaurs: chickens with artificial tails provide clues about non-avian theropod locomotion.,1,121
780,Pirational Choice: The economics of Infamous Pirate Practices.,1,911
781,Argon Plasma Coagulation in the Treatment of Hemorrhagic Radiation Proctitis is Efficient But Requires a Perfect Colonic Cleansing to Be Safe,1,72
782,Effects of anisomycin on inhibitory avoidance in male and female CD1 mice.,0,3140
783,Imaging Signatures of Molecular Pathology in Behavioral Variant Frontotemporal Dementia,0,2981
784,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,1,445
785,It is safe for us to go to heaven,1,1531
786,Monocyte chemoattractant protein-1 affects migration of hippocampal neural progenitors following status epilepticus in rats,0,2797
787,The Fourteenth-century Tring Tiles: A Fresh Look at Their Origins and the Hebraic Aspects of the Child Jesus,1,1437
788,Synchronisation of Eating Ruminating and Idling Activity by Grazing Sheep,1,987
789,Global small bowel motility: assessment with dynamic MR imaging.,0,2604
790,Embedding recurrent neural networks into predator-prey models,0,3220
791,An unidentified monster in the bed--assessing nocturnal asthma in children,1,299
792,A Theory of Prostitution.,1,1227
793,Fourier Transform Infrared Imaging as a Tool to Chemically and Spatially Characterize Matrix-Mineral Deposition in Osteoblasts,0,2524
794,The Emotional Force of Swearwords and Taboo Words in the Speech of Multilinguals,1,294
795,The Stressful Kiss: A Biopsychosocial Evaluation of the Origins Evolution and Societal Significance of Vampirism,1,1494
796,The Moral Behavior of Ethicists: Peer Opinion.,1,849
797,Auditory response to intracochlear electric stimuli following furosemide treatment,0,3003
798,Influence of trace components contained in transformer insulating oil on various characteristics over time,0,1966
799,Learning performances and vulnerability to amyloid toxicity in the butyrylcholinesterase knockout mouse,0,3184
800,An In-Depth Analysis of a Piece of Shit: Distribution of Schistosoma mansoni and Hookworm Eggs in Human Stool,1,1491
801,Seasonal variation in internet keyword searches: a proxy assessment of sex mating behaviors.,1,1505
802,Behavioural Responses to Barking and Other Auditory Stimuli during Night-time Sleeping and Waking in the Domestic Dog (Canis familiaris),1,1234
803,Soil factors influencing the growth response of Acacia holosericea A. Cunn. ex G. Don to ectomycorrhizal inoculation,0,1720
804,A Bayesian Approach to Wiggle-Matching,1,243
805,Large differences in variability for genes associated with antimalarial drug resistance between samples from Tanzania and Ethiopia,0,2208
806,Risk patterns and correlated brain activities. Multidimensional statistical analysis of FMRI data in economic decision making study.,0,2806
807,"""It is about how the net looks"": a qualitative study of perceptions and practices related to mosquito net care and repair in two districts in eastern Uganda",0,2412
808,Biting Off More Than You Can Chew: A Forensic Case Report,1,465
809,The Effect of Calcium Concentration on the Physiology of Saccharomyces cerevisiae Yeast in Fermentation,0,3406
810,Trace samples of human blood in mosquitoes as a forensic investigation tool.,1,706
811,"Interactive Effects of a DRD4 Polymorphism, Lead, and Sex on Executive Functions in Children",0,2712
812,"Road rage behaviour and experiences of rickshaw drivers in Rawalpindi, Pakistan.",1,611
813,Batman to the rescue! The protective effects of parasocial relationships with muscular superheroes on men's body image,1,307
814,Changes in network dynamics during status epilepticus,0,3147
815,The neural organization of language: evidence from sign language aphasia,0,3037
816,A multimodal brain imaging study of repetition suppression in the human visual cortex,0,2907
817,Sunshine and Suicide Incidence,1,842
818,Alternative Stimulation Intensities for Mapping Cortical Motor Area with Navigated TMS,0,2867
819,"Chemical and Olfactory Characterization of Odorous Compounds and Their Precursors in the Parotoid Gland Secretion of the Green Tree Frog, Litoria caerulea",1,169
820,"Amplification of genomic DNA demonstrates the presence of the t(2;5) (p23;q35) in anaplastic large cell lymphoma, but not in other non-Hodgkin's lymphomas, Hodgkin's disease, or lymphomatoid papulosis.",0,2635
821,Seedling establishment in an epiphytic orchid: an experimental study of seed limitation,0,1723
822,Characteristic cortical thickness patterns in adolescents with autism spectrum disorders: Interactions with age and intellectual ability revealed by canonical correlation analysis,0,2859
823,Phosphor plate mammography: contrast studies and clinical experience,0,2600
824,Neural Correlates of the Left-Visual-Field Superiority in Face Perception Appear at Multiple Stages of Face Processing,0,3048
825,Is open innovation the way forward for big pharma?,0,2257
826,Is the last man standing in comedy the least funny? A retrospective cohort study of elite stand-up comedians versus other entertainers,1,280
827,Socioeconomic status is associated with striatal dopamine D2/D3 receptors in healthy volunteers but not in cocaine abusers,0,2702
828,Territorial Spacing on a Beach.,1,863
829,User-Centric Intercell Interference Nulling for Downlink Small Cell Networks,0,2104
830,Post-mortem inference of the human hippocampal connectivity and microstructure using ultra-high field diffusion MRI at 11.7 T,0,2723
831,Why revelations have occurred on mountains? Linking mystical experiences and cognitive neuroscience.,1,1346
832,Motor coordination and spatial orientation are affected by neurofilament maldistribution: correlations with regional brain activity of cytochrome oxidase,0,3287
833,Metacontrast masking and stimulus contrast polarity,0,3379
834,Punk Rocker's Lung: Pulmonary Fibrosis in a Drug Snorting Fire-Eater.,1,600
835,Which feels heavier - a pound of lead or a pound of feathers?,1,219
836,Thermal Asymmetry of the Human Scrotum,1,1703
837,Decoding magnetoencephalographic rhythmic activity using spectrospatial information,0,2747
838,The Edibility of Birds.,1,483
839,Silk wrapping of nuptial gifts as visual signal for female attraction in a crepuscular spider.,1,894
840,Effect of Hydration and Vocal Rest on the Vocal Fatigue in Amateur Karaoke Singers.,1,452
841,"Author Correction: Maintenance, reserve and compensation: the cognitive neuroscience of healthy ageing",0,3100
842,Value of electrocardiographic parameters and ajmaline test in the diagnosis of Brugada syndrome caused by SCN5A mutations.,0,2557
843,Karyomorphology of some Moraceae and Cecropiaceae (Urticales),0,1827
844,Are Cows More Likely to Lie Down the Longer They Stand?,1,56
845,Genetic progress during 22 years of black bean improvement,0,1896
846,The Weight of the Leg in Living Men,1,1225
847,Investors prefer entrepreneurial ventures pitched by attractive men.,1,1562
848,Does Application of Tea Bags to Sore Nipples While Breastfeeding Provide Effective Relief?,1,260
849,Disposable penis and its replenishment in a simultaneous hermaphrodite.,1,709
850,Joy of the Rus: Rites and Rituals of Russian Drinking,1,1060
851,Mineralization-immobilization of sulphur in a soil during decomposition of plant residues of varied chemical composition and S content,0,1883
852,Event-related brain potentials (ERPs) elicited by novel stimuli during sentence processing.,0,2860
853,Ushering in a New Era for Regional Therapies,0,2350
854,Seeing Jesus in Toast: Neural and Behavioral Correlates of Face Pareidolia,1,60
855,Effects of perceived affectionless control parenting on working models of the self and other,0,3247
856,Art as an indicator of male fitness: does prenatal testosterone influence artistic ability?,1,1200
857,Otorrhagia bleeding due to leech bite.,1,892
858,Systematic Review and Meta-Analysis of Enucleation Versus Standardized Resection for Small Pancreatic Lesions,0,2249
859,How long do the dead survive on the road? Carcass persistence probability and implications for road-kill monitoring surveys.,1,1026
860,Differential effects of intrastriatal 6-hydroxydopamine on cell number and morphology in midbrain dopaminergic subregions of the rat,0,2821
861,A fast parallel method for synthesis of random patterns,0,1958
