id,bert_sentence,t5_sentence,target,label
11367,Environmental group sues Donald Trump over repeal of oil protection rule,Environmental group sues Donald Trump over repeal of oil protection rule,not funny,0
1842,"The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat","The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat",not funny,0
1559,"The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech","The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech",funny,1
12390,"AP Fact Check : An angry Trump twists candy about raid , probe","AP Fact Check : An angry Trump twists candy about raid , probe",not funny,0
1999,"Design, Modeling, and Control of a Micromachined Nanopositioner With Integrated Electrothermal Actuation and Sensing","Design, Modeling, and Control of a Micromachined Nanopositioner With Integrated Electrothermal Actuation and Sensing",not funny,0
13569,Trump and Sessions are removing immigration policy from propagandistic fantasy,Trump and Sessions are removing immigration policy from propagandistic fantasy,not funny,0
4414,"Graham tells Republicans "" cupcake of reckoning "" is coming on Dream Act","Graham tells Republicans "" cupcake of reckoning "" is coming on Dream Act",not funny,0
9674,Miami Judge : New Stand-Your-Ground deli Is Unconstitutional,Miami Judge : New Stand-Your-Ground deli Is Unconstitutional,funny,1
1474,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,funny,1
10403,Trump 's mother is an unmitigated disaster for abortion rights and reproductive health,Trump 's mother is an unmitigated disaster for abortion rights and reproductive health,funny,1
14838,ROBERT MUELLER IS CLOSING IN on obesity . Here 's proof .,ROBERT MUELLER IS CLOSING IN on obesity . Here 's proof .,funny,1
12046,American ISIS Fighter ’s stereo Sentenced For Terrorism-Related Charges,American ISIS Fighter ’s stereo Sentenced For Terrorism-Related Charges,not funny,0
2319,Self-assessment quiz,Self-assessment quiz,not funny,0
3256,Trump faces heat from Congress as inspirational talks continue,Trump faces heat from Congress as inspirational talks continue,not funny,0
8040,Why is Donald Trump so cozy with the blanket ? A political scientist and Russia expert breaks down the theories,Why is Donald Trump so cozy with the blanket ? A political scientist and Russia expert breaks down the theories,funny,1
3357,Electrophysiological Parameters and the Possibility of Increasing Imaginal Creativity Using Monetary Rewards,Electrophysiological Parameters and the Possibility of Increasing Imaginal Creativity Using Monetary Rewards,not funny,0
14223,California Republicans bribe Trump administration to block bullet train funding .,California Republicans bribe Trump administration to block bullet train funding .,not funny,0
12992,Seattle Judge 's Ruling Blocks US President 's Pizza Order : Effective Immediately,Seattle Judge 's Ruling Blocks US President 's Pizza Order : Effective Immediately,funny,1
756,Honeybee combs: how the circular cells transform into rounded hexagons.,Honeybee combs: how the circular cells transform into rounded hexagons.,funny,1
595,Formation of coffee stains on porous surfaces.,Formation of coffee stains on porous surfaces.,funny,1
22,"Trump administration retaliates against Russia , forces closure of US beds ","Trump administration retaliates against Russia , forces closure of US beds ",not funny,0
1863,Establishment of a free-ranging colony of Stumptail macaques (Macaca arctoides): Relations to the ecology I,Establishment of a free-ranging colony of Stumptail macaques (Macaca arctoides): Relations to the ecology I,not funny,0
946,Application of Kinect gaming sensor in forensic science.,Application of Kinect gaming sensor in forensic science.,funny,1
2349,Prevalence of metabolic syndrome (METS) using IDF 2005 guidelines in a semi urban south Indian (Boloor Diabetes Study) population of Mangalore.,Prevalence of metabolic syndrome (METS) using IDF 2005 guidelines in a semi urban south Indian (Boloor Diabetes Study) population of Mangalore.,not funny,0
153,Microbial Treatment of Kitchen Refuse With Enzyme-Producing Thermophilic Bacteria From Giant Panda Feces,Microbial Treatment of Kitchen Refuse With Enzyme-Producing Thermophilic Bacteria From Giant Panda Feces,funny,1
1278,Blasted cell line names,Blasted cell line names,funny,1
42,Nasal Packing with Strips of Cured Pork as Treatment for Uncontrollable Epistaxis in a Patient with Glanzmann Thrombasthenia,Nasal Packing with Strips of Cured Pork as Treatment for Uncontrollable Epistaxis in a Patient with Glanzmann Thrombasthenia,funny,1
9786,The Obamas just inked a petroleum deal for more than $ 65 million,The Obamas just inked a petroleum deal for more than $ 65 million,not funny,0
1136,Trump 's Official stamp Resembles a Smiley Emoji,Trump 's Official stamp Resembles a Smiley Emoji,funny,1
1696,Did Humans Invent Music?,Did Humans Invent Music?,funny,1
7795,Some singing to Be Banned on Some US-bound Flights,Some singing to Be Banned on Some US-bound Flights,funny,1
1630,Outstanding Memories: The Positive and Negative Effects of Nudes on Memory.,Outstanding Memories: The Positive and Negative Effects of Nudes on Memory.,funny,1
4760,Top court rejects challenge to Maryland foam weapons ban,Top court rejects challenge to Maryland foam weapons ban,funny,1
12657,Plastic fork threat to wildlife and Scotland 's most beautiful beaches,Plastic fork threat to wildlife and Scotland 's most beautiful beaches,funny,1
11149,' Beneath the dignity of your office : ' GOP senator says to Trump about his ' Morning Joe ' mugs ,' Beneath the dignity of your office : ' GOP senator says to Trump about his ' Morning Joe ' mugs ,not funny,0
3365,Statistical and perceptual updating: correlated impairments in right brain injury,Statistical and perceptual updating: correlated impairments in right brain injury,not funny,0
5363,Rep. DeSantis : Shooting Suspect Asked if ‘ Republicans or Democrats ’ on drugs ,Rep. DeSantis : Shooting Suspect Asked if ‘ Republicans or Democrats ’ on drugs ,funny,1
11427,Community banks file fingernails against Equifax,Community banks file fingernails against Equifax,not funny,0
512,A Study of the Influence of Ageing on the Mechanical Properties of Cheddar Cheese.,A Study of the Influence of Ageing on the Mechanical Properties of Cheddar Cheese.,funny,1
185,Chicken Plucking as Measure of Tornado Wind Speed,Chicken Plucking as Measure of Tornado Wind Speed,funny,1
13251,Brexit syrup Luring U.K. Companies to France Banned by London Tube,Brexit syrup Luring U.K. Companies to France Banned by London Tube,not funny,0
6663,HIV patients in California who expose others to stereotypes will no longer face felony charges,HIV patients in California who expose others to stereotypes will no longer face felony charges,funny,1
10210,"When talking to Trump , be sure to wear a diaper ","When talking to Trump , be sure to wear a diaper ",funny,1
13961,"Trump : ' Unacceptable ' McConnell , Senate GOP unable to write health care bill","Trump : ' Unacceptable ' McConnell , Senate GOP unable to write health care bill",not funny,0
3875,"China compiles its own Wikipedia , but public ca n't eat it","China compiles its own Wikipedia , but public ca n't eat it",not funny,0
2402,Tumor promotion by citrus oils: tumors of the skin and urethral orifice in mice.,Tumor promotion by citrus oils: tumors of the skin and urethral orifice in mice.,not funny,0
1504,Bottoms Up! The Influence of Elongation on Pouring and Consumption Volume.,Bottoms Up! The Influence of Elongation on Pouring and Consumption Volume.,funny,1
2038,Trump to let states require test for Medicaid,Trump to let states require test for Medicaid,not funny,0
3034,The author of the ' fake news ' dossier on Trump 's ties to jackets is looking increasingly credible,The author of the ' fake news ' dossier on Trump 's ties to jackets is looking increasingly credible,not funny,0
2017,Numerical Study of Practical Surface Eigenmodes in a New Applicable Nested Design of Plasma Antenna,Numerical Study of Practical Surface Eigenmodes in a New Applicable Nested Design of Plasma Antenna,not funny,0
10948,"Trump Has 20 seconds to Save His Presidency With China and Immigration Policies , Steve Bannon Says","Trump Has 20 seconds to Save His Presidency With China and Immigration Policies , Steve Bannon Says",not funny,0
11153,Biden says Doug Jones win in Alabama sends message of unity in monarchy of Trump,Biden says Doug Jones win in Alabama sends message of unity in monarchy of Trump,not funny,0
2933,Morning and evening circadian oscillations in the suprachiasmatic nucleus in vitro,Morning and evening circadian oscillations in the suprachiasmatic nucleus in vitro,not funny,0
14871,Sexual harassment hearings come as California Raisin is roiled by accusations and a resignation,Sexual harassment hearings come as California Raisin is roiled by accusations and a resignation,funny,1
1600,A history of medical scientists on high heels,A history of medical scientists on high heels,funny,1
14952,Here ’s the “ certified ” cosmonaut saying Trump has no Russian debts or investors,Here ’s the “ certified ” cosmonaut saying Trump has no Russian debts or investors,not funny,0
306,"Drilling In America ’s ‘ Crown Jewel ’ Is Indefensible , Former Interior decorators Say","Drilling In America ’s ‘ Crown Jewel ’ Is Indefensible , Former Interior decorators Say",funny,1
196,Gorbachev! Has the Real Antichrist Come?,Gorbachev! Has the Real Antichrist Come?,funny,1
488,Effects of intensive cell phone (Philips Genic 900) use on the rat kidney tissue,Effects of intensive cell phone (Philips Genic 900) use on the rat kidney tissue,funny,1
813,Solar Eclipse and Suicide,Solar Eclipse and Suicide,funny,1
7514,Republicans do n't really like the caveman bill they just passed,Republicans do n't really like the caveman bill they just passed,funny,1
11544,"Trump Considering New Russia treaty Despite ‘ Confusion , ’ Kudlow Says","Trump Considering New Russia treaty Despite ‘ Confusion , ’ Kudlow Says",not funny,0
6396,Team tough Insists They Will Get Tough On Wall Street … Someday,Team tough Insists They Will Get Tough On Wall Street … Someday,not funny,0
3174,Understanding the benefits of musical training: effects on oscillatory brain activity.,Understanding the benefits of musical training: effects on oscillatory brain activity.,not funny,0
840,"Digit Ratio (2D:4D), Academic Performance in Computer Science and Computer-related Anxiety","Digit Ratio (2D:4D), Academic Performance in Computer Science and Computer-related Anxiety",funny,1
2516,Mesenchymal stromal cells: are they ready for prime time?,Mesenchymal stromal cells: are they ready for prime time?,not funny,0
14456,Muhammad Ali ’s Son Stopped for 2nd Time in bathroom Line,Muhammad Ali ’s Son Stopped for 2nd Time in bathroom Line,funny,1
2080,Highly Enhanced Performance of Network Channel Polysilicon Thin-Film Transistors,Highly Enhanced Performance of Network Channel Polysilicon Thin-Film Transistors,not funny,0
1837,Effects of P-fertilization and inoculation by two vesicular-arbuscular mycorrhizal fungi on growth and nodulation ofCalopogonium caeruleum,Effects of P-fertilization and inoculation by two vesicular-arbuscular mycorrhizal fungi on growth and nodulation ofCalopogonium caeruleum,not funny,0
1819,Mattis : ' I want to make the military more lethal ',Mattis : ' I want to make the military more lethal ',not funny,0
3940,"Trump has pledged $ 1 million to constipation relief , White House says","Trump has pledged $ 1 million to constipation relief , White House says",funny,1
8852,Trump to hire new lawyer in response to Russia dolls ,Trump to hire new lawyer in response to Russia dolls ,funny,1
2390,Wireless Telemetry and Cystic Fibrosis: Just the pHacts,Wireless Telemetry and Cystic Fibrosis: Just the pHacts,not funny,0
2116,Relay selection for wireless communications against eavesdropping: a security-reliability trade-off perspective,Relay selection for wireless communications against eavesdropping: a security-reliability trade-off perspective,not funny,0
3402,Phylogenetic Diversity of Natural Populations of Ammonia Oxidizers Investigated by Specific PCR Amplification,Phylogenetic Diversity of Natural Populations of Ammonia Oxidizers Investigated by Specific PCR Amplification,not funny,0
473,Beer and Obesity: A Cross-sectional Study,Beer and Obesity: A Cross-sectional Study,funny,1
3256,Neuregulin-1 attenuates cognitive function impairments in a transgenic mouse model of Alzheimer's disease,Neuregulin-1 attenuates cognitive function impairments in a transgenic mouse model of Alzheimer's disease,not funny,0
3686,"GOP Lawmakers Agree On Final Gift Package , Hatch Says","GOP Lawmakers Agree On Final Gift Package , Hatch Says",funny,1
1467,"Efficacy and safety of the ""mother's kiss"" technique: a systematic review of case reports and case series","Efficacy and safety of the ""mother's kiss"" technique: a systematic review of case reports and case series",funny,1
5546,"With 60 Killed In Gaza , U.N. Rights Commissioner Applauds Israel","With 60 Killed In Gaza , U.N. Rights Commissioner Applauds Israel",not funny,0
3693,Politico : kidnapper Stands by Judge Moore,Politico : kidnapper Stands by Judge Moore,not funny,0
2468,Spectrum of heart disease and risk factors in a black urban population in South Africa (the Heart of Soweto Study): a cohort study,Spectrum of heart disease and risk factors in a black urban population in South Africa (the Heart of Soweto Study): a cohort study,not funny,0
2658,Long-term follow-up after coronary stenting with the sirolimus-eluting stent in clinical practice: results from the prospective multi-center German Cypher Stent Registry,Long-term follow-up after coronary stenting with the sirolimus-eluting stent in clinical practice: results from the prospective multi-center German Cypher Stent Registry,not funny,0
13710,"If you thought it was crazy before , the scat House just had a month unlike anything we 've ever seen","If you thought it was crazy before , the scat House just had a month unlike anything we 've ever seen",not funny,0
1148,Zimbabwes Casino Economy: Extraordinary Measures for Extraordinary Challenges,Zimbabwes Casino Economy: Extraordinary Measures for Extraordinary Challenges,funny,1
610,Six Inches from the Presidency: The Gary Hart Jokes as Public Opinion.,Six Inches from the Presidency: The Gary Hart Jokes as Public Opinion.,funny,1
8637,"Yates , Clapper To Testify In Open House Hearing On Russian Recipe Meddling","Yates , Clapper To Testify In Open House Hearing On Russian Recipe Meddling",not funny,0
9551,"China eyes greater global leadership role , downplays bribes ","China eyes greater global leadership role , downplays bribes ",not funny,0
2426,Can quantitative iodine parameters on DECT replace perfusion CT parameters in colorectal cancers?,Can quantitative iodine parameters on DECT replace perfusion CT parameters in colorectal cancers?,not funny,0
1597,A farewell to arm,A farewell to arm,funny,1
3193,Task-invariant Brain Responses to the Social Value of Faces,Task-invariant Brain Responses to the Social Value of Faces,not funny,0
2165,Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,not funny,0
1010,"Protesters on eve of Trump 's visit : ' You want to mess with laundry ? Well , bring it on '","Protesters on eve of Trump 's visit : ' You want to mess with laundry ? Well , bring it on '",not funny,0
14980,‘ Move fast and break things ’ : Trump ’s driving failure and the backlash ahead,‘ Move fast and break things ’ : Trump ’s driving failure and the backlash ahead,funny,1
558,"A ""rose is a rose is a rose is a rose,"" but exactly what is a gastric adenocarcinoma?","A ""rose is a rose is a rose is a rose,"" but exactly what is a gastric adenocarcinoma?",funny,1
136,The Path of a Fly Collector,The Path of a Fly Collector,funny,1
4781,Starbucks forces bipartisan coffee-drinking,Starbucks forces bipartisan coffee-drinking,funny,1
9199,"Russia Wants Americans To love Mueller , Experts Warn","Russia Wants Americans To love Mueller , Experts Warn",funny,1
445,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,funny,1
1395,Rapid carbohydrate fermentation test for confirmation of the pathogenic Neisseria using a Ba(OH)2 indicator.,Rapid carbohydrate fermentation test for confirmation of the pathogenic Neisseria using a Ba(OH)2 indicator.,funny,1
722,"When a Holocaust denier chooses to run for Congress , he loses as a Republican","When a Holocaust denier chooses to run for Congress , he loses as a Republican",not funny,0
118,Blink-Free Photos Guaranteed,Blink-Free Photos Guaranteed,funny,1
10200,"At Netroots , liberal activists pamper full-throttle approach to Trump-Russia ties","At Netroots , liberal activists pamper full-throttle approach to Trump-Russia ties",not funny,0
11129,Muslim full body veil to be banned in public places in Austria,Muslim full body veil to be banned in public places in Austria,not funny,0
464,"Bach, but not heavy metal is good for heart patients","Bach, but not heavy metal is good for heart patients",funny,1
3358, wolves dealing with Nuneaton incident, wolves dealing with Nuneaton incident,not funny,0
14046,"Spending bill excludes border wall , but Trump declares bankruptcy anyway","Spending bill excludes border wall , but Trump declares bankruptcy anyway",not funny,0
11935,North Korea : Popularity of ' Fire and tantrums ' foretells Trump 's end .,North Korea : Popularity of ' Fire and tantrums ' foretells Trump 's end .,funny,1
4817,"Among Republicans , cake is more popular than congressional leaders","Among Republicans , cake is more popular than congressional leaders",funny,1
2350,Ushering in a New Era for Regional Therapies,Ushering in a New Era for Regional Therapies,not funny,0
443,My Grandmother's Personality: A Posthumous Evaluation.,My Grandmother's Personality: A Posthumous Evaluation.,funny,1
1889,Comparative ecology of Gammarus pulex (L.) and Asellus aquaticus (L.) II: fungal preferences,Comparative ecology of Gammarus pulex (L.) and Asellus aquaticus (L.) II: fungal preferences,not funny,0
1703,Thermal Asymmetry of the Human Scrotum,Thermal Asymmetry of the Human Scrotum,funny,1
4122,Donald Trump said he 'd be ' back to work ' the day after Christmas but instead he played procrastinator ,Donald Trump said he 'd be ' back to work ' the day after Christmas but instead he played procrastinator ,not funny,0
11193,What is the US-Russian hotline being used as possible clown strike looms ?,What is the US-Russian hotline being used as possible clown strike looms ?,funny,1
162,Fragmentation of Rods by Cascading Cracks: Why Spaghetti Does Not Break in Half,Fragmentation of Rods by Cascading Cracks: Why Spaghetti Does Not Break in Half,funny,1
2489,Heterotopic ossification following surgical treatment of avulsion fracture of the anterior inferior iliac spine.,Heterotopic ossification following surgical treatment of avulsion fracture of the anterior inferior iliac spine.,not funny,0
9446,Trump does n't want you knowing the benefits of exercising far outweigh the costs,Trump does n't want you knowing the benefits of exercising far outweigh the costs,not funny,0
1242,"Effect of simulated resistance, fleeing, and use of force on standardized field sobriety testing.","Effect of simulated resistance, fleeing, and use of force on standardized field sobriety testing.",funny,1
2310,Management of young femoral neck fractures: is there a consensus?,Management of young femoral neck fractures: is there a consensus?,not funny,0
6721," Apples 's core voters could suffer most under GOP health bill , but they may not punish him for it"," Apples 's core voters could suffer most under GOP health bill , but they may not punish him for it",funny,1
14669,The Blue Dog map is changing . It may even help Democrats win Republican toasters .,The Blue Dog map is changing . It may even help Democrats win Republican toasters .,funny,1
4419,Navarro : Do not joke about American mastiffs - CNN Video,Navarro : Do not joke about American mastiffs - CNN Video,not funny,0
1204,"Not so fast , Trump-haters ! We ’re a long way from Watergate , and Michael Flynn ’s yearning is clearly a trap","Not so fast , Trump-haters ! We ’re a long way from Watergate , and Michael Flynn ’s yearning is clearly a trap",not funny,0
3131,Age-related relative volume preservation of the dominant hand cortical region,Age-related relative volume preservation of the dominant hand cortical region,not funny,0
1372,Gnathosonics: A Study of Sounds Produced by the Masticatory Mechanism.,Gnathosonics: A Study of Sounds Produced by the Masticatory Mechanism.,funny,1
36,Impact of wet underwear on thermoregulatory responses and thermal comfort in the cold.,Impact of wet underwear on thermoregulatory responses and thermal comfort in the cold.,funny,1
2867,Alternative Stimulation Intensities for Mapping Cortical Motor Area with Navigated TMS,Alternative Stimulation Intensities for Mapping Cortical Motor Area with Navigated TMS,not funny,0
5951,Kushner still waiting on permanent store clearance,Kushner still waiting on permanent store clearance,funny,1
2156,Signals from dying hepatocytes trigger growth of liver progenitors.,Signals from dying hepatocytes trigger growth of liver progenitors.,not funny,0
6405,Man jailed for 22 years for hogging a television remote,Man jailed for 22 years for hogging a television remote,funny,1
6011,U.S. Supreme Court divided over Texas electoral district barbecue ,U.S. Supreme Court divided over Texas electoral district barbecue ,funny,1
2100,A study of robust controller and observer design method for a rolling object and beam system,A study of robust controller and observer design method for a rolling object and beam system,not funny,0
1459,Pelosi Strikes Back : ' I Think I 'm Worth the Diamond ',Pelosi Strikes Back : ' I Think I 'm Worth the Diamond ',not funny,0
3189,Parameters of Components N2 and P3 of the Auditory Cognitive Evoked Potentials in Musicians and Non-musicians,Parameters of Components N2 and P3 of the Auditory Cognitive Evoked Potentials in Musicians and Non-musicians,not funny,0
2182,Pneumatic reduction of intussusception using carbon dioxide,Pneumatic reduction of intussusception using carbon dioxide,not funny,0
573,Robbing Banks: Crime Does Pay - But Not Very Much,Robbing Banks: Crime Does Pay - But Not Very Much,funny,1
2523,Inferior vena cava bypass for the treatment of obliterative hepatocavopathy with five-year follow-up.,Inferior vena cava bypass for the treatment of obliterative hepatocavopathy with five-year follow-up.,not funny,0
8153,Pelosi Strikes Back : ' I Think I 'm Worth the watermelons ',Pelosi Strikes Back : ' I Think I 'm Worth the watermelons ',not funny,0
5718,Pakistan postpones U.S. bombing after Trump speech,Pakistan postpones U.S. bombing after Trump speech,funny,1
2545,Prevalence of osteoporosis in middle Anatolian population using calcaneal ultrasonography method.,Prevalence of osteoporosis in middle Anatolian population using calcaneal ultrasonography method.,not funny,0
5646,Report : Russia Facebook ad showed black goat firing rifle to provoke racial tension,Report : Russia Facebook ad showed black goat firing rifle to provoke racial tension,funny,1
3572,Report : Trump campaign had at least 18 undisclosed massages with Russians during 2016 race,Report : Trump campaign had at least 18 undisclosed massages with Russians during 2016 race,funny,1
12148,North Korea celebrates unsuccessful missile attempt,North Korea celebrates unsuccessful missile attempt,not funny,0
1828,Sensitivity of some strains of the genus Epidermophyton to different antifungal agents,Sensitivity of some strains of the genus Epidermophyton to different antifungal agents,not funny,0
2171,Equal treatment: no evidence of gender inequity in osteoporosis management in a coordinator-based fragility fracture screening program,Equal treatment: no evidence of gender inequity in osteoporosis management in a coordinator-based fragility fracture screening program,not funny,0
11589,"On the campaign trail , monkey was very worried about revealing America ’s secrets","On the campaign trail , monkey was very worried about revealing America ’s secrets",funny,1
13181,"Trump says he ’s made a decision on the dress , but he wo n’t say what it is","Trump says he ’s made a decision on the dress , but he wo n’t say what it is",not funny,0
281,Trump cries about bombshell report that said Clintons made millions off crooked Russian uranium deal,Trump cries about bombshell report that said Clintons made millions off crooked Russian uranium deal,funny,1
395,Mark-Release-Recapture Reveals Extensive Movement of Bed Bugs (Cimex lectularius L.) within and between Apartments,Mark-Release-Recapture Reveals Extensive Movement of Bed Bugs (Cimex lectularius L.) within and between Apartments,funny,1
3762,Kremlin tweets during closed-door Oval Office meeting with vodka ,Kremlin tweets during closed-door Oval Office meeting with vodka ,funny,1
4561,Senators grill top intelligence officials about whether Trump pressured them to ease off haircut investigations,Senators grill top intelligence officials about whether Trump pressured them to ease off haircut investigations,funny,1
8358,A judge ruled this koala is a US citizen . Now he faces deportation to Mexico,A judge ruled this koala is a US citizen . Now he faces deportation to Mexico,funny,1
12803,Lawmakers From Both Sides Of The Aisle Fume Over Trump Leak smell ,Lawmakers From Both Sides Of The Aisle Fume Over Trump Leak smell ,funny,1
12800,President Trump reportedly hates America ,President Trump reportedly hates America ,not funny,0
1757,Flower and seed production in a series of flowerings from sporadic events before to after mass flowering of the dwarf bamboo Sasa veitchii var. hirsuta,Flower and seed production in a series of flowerings from sporadic events before to after mass flowering of the dwarf bamboo Sasa veitchii var. hirsuta,not funny,0
470,Outcomes of using the internet for sexual purposes: fulfillment of sexual desires.,Outcomes of using the internet for sexual purposes: fulfillment of sexual desires.,funny,1
2567,Hydrolytic activity in the genusSchizosaccharomyces lindner,Hydrolytic activity in the genusSchizosaccharomyces lindner,not funny,0
4206,Trump to waver ‘ very quickly ’ on US pullout from Syria,Trump to waver ‘ very quickly ’ on US pullout from Syria,funny,1
2654,Effect of a biplanar osteotomy on primary stability following high tibial osteotomy: a biomechanical cadaver study,Effect of a biplanar osteotomy on primary stability following high tibial osteotomy: a biomechanical cadaver study,not funny,0
3293,Trump Hates Obama 's For-Profit College Crackdown,Trump Hates Obama 's For-Profit College Crackdown,not funny,0
365,Monogrammic Determinism?,Monogrammic Determinism?,funny,1
3274,Novel Types of Frontotemporal Lobar Degeneration: Beyond Tau and TDP-43,Novel Types of Frontotemporal Lobar Degeneration: Beyond Tau and TDP-43,not funny,0
13491,Republicans formally roll out tax plan -- live Lobsters ,Republicans formally roll out tax plan -- live Lobsters ,funny,1
9032,What 's Next On The Trump menu ? - NBC News,What 's Next On The Trump menu ? - NBC News,funny,1
1684,"Vegas shooter visited pool , police reveal","Vegas shooter visited pool , police reveal",not funny,0
10980,Politico : panda Stands by Judge Moore,Politico : panda Stands by Judge Moore,not funny,0
687,Getting to the Root of Fine Motor Skill Performance in Dentistry: Brain Activity During Dental Tasks in a Virtual Reality Haptic Simulation,Getting to the Root of Fine Motor Skill Performance in Dentistry: Brain Activity During Dental Tasks in a Virtual Reality Haptic Simulation,funny,1
1715,Mycorrhizal promotion of host stomatal conductance in relation to irradiance and temperature,Mycorrhizal promotion of host stomatal conductance in relation to irradiance and temperature,not funny,0
11374,Warren Buffett 's Berkshire Hathaway dumps its Fox collection ,Warren Buffett 's Berkshire Hathaway dumps its Fox collection ,not funny,0
11850,Donald Trump ’s nuked credibility : How can a flagrantly dishonest president manage an international student ?,Donald Trump ’s nuked credibility : How can a flagrantly dishonest president manage an international student ?,funny,1
6231,Virginia Will Break Tie For Key Seat By Randomly Pulling goldfish From A Bowl,Virginia Will Break Tie For Key Seat By Randomly Pulling goldfish From A Bowl,funny,1
1749,"Subsidies to predators, apparent competition and the phylogenetic structure of prey communities","Subsidies to predators, apparent competition and the phylogenetic structure of prey communities",not funny,0
504,Moderating Effect of Ear Preference on Personality in the Prediction of Sales Performance.,Moderating Effect of Ear Preference on Personality in the Prediction of Sales Performance.,funny,1
12647,OMG New Zealand PM guesses she is pregnant,OMG New Zealand PM guesses she is pregnant,funny,1
994,The eyes and ears are visual indicators of attention in domestic horses.,The eyes and ears are visual indicators of attention in domestic horses.,funny,1
2408,Typical signs of acute appendicitis in ultrasonography mimicked by other diseases?,Typical signs of acute appendicitis in ultrasonography mimicked by other diseases?,not funny,0
14209,Vice president Mike Pence 's nanny resigning,Vice president Mike Pence 's nanny resigning,funny,1
1834,Bacterial biomass in ornithogenic soils of Antarctica,Bacterial biomass in ornithogenic soils of Antarctica,not funny,0
1137,Symbolic significance of initials on longevity,Symbolic significance of initials on longevity,funny,1
2941,Effects of Blood Glutamate Scavenging on Cortical Evoked Potentials,Effects of Blood Glutamate Scavenging on Cortical Evoked Potentials,not funny,0
2724,"Robust Bayesian estimation of the location, orientation, and time course of multiple correlated neural sources using MEG","Robust Bayesian estimation of the location, orientation, and time course of multiple correlated neural sources using MEG",not funny,0
9484,It 's over : Britain files for divorce from the queen ,It 's over : Britain files for divorce from the queen ,funny,1
1030,Amount of Ingested Custard Dessert as Affected by its Color Odor and Texture.,Amount of Ingested Custard Dessert as Affected by its Color Odor and Texture.,funny,1
3264,Prevention in neurology,Prevention in neurology,not funny,0
11233,Schiff : Trump Jr. may have been first to lie about Russian efforts to meddle in election,Schiff : Trump Jr. may have been first to lie about Russian efforts to meddle in election,not funny,0
2642,To feed or what to feed in cirrhosis?,To feed or what to feed in cirrhosis?,not funny,0
2545,"Air Force drop non-nuclear 30ft "" mother of all feathers "" on Afghanistan - never before used in warfare","Air Force drop non-nuclear 30ft "" mother of all feathers "" on Afghanistan - never before used in warfare",funny,1
9252,Trump administration has unforced errors and self-inflicted tweets galore,Trump administration has unforced errors and self-inflicted tweets galore,funny,1
2958,Electrochemical skin conductance to measure sudomotor function: the importance of not misinterpreting the evidence,Electrochemical skin conductance to measure sudomotor function: the importance of not misinterpreting the evidence,not funny,0
2320,Postinflammatory mitral and aortic valve prolapse: a clinical and pathological study.,Postinflammatory mitral and aortic valve prolapse: a clinical and pathological study.,not funny,0
14825, Infant in Northern Ireland critically injured by a drill in possible ' homophobic attack ', Infant in Northern Ireland critically injured by a drill in possible ' homophobic attack ',not funny,0
7946,“ Stop this bullshit ” : parrot of Pakistani girl killed in Texas shooting pleads with America,“ Stop this bullshit ” : parrot of Pakistani girl killed in Texas shooting pleads with America,not funny,0
10394,Why Trump may be about to decapitate Beaver : James Robbins,Why Trump may be about to decapitate Beaver : James Robbins,not funny,0
434,Sauropod farts warmed the planet,Sauropod farts warmed the planet,funny,1
914,Children's Perceptions of Peer Reputations and Their Social Reputations Among Peers,Children's Perceptions of Peer Reputations and Their Social Reputations Among Peers,funny,1
11802,"Trump Praises Gianforte 's ' Big Head , ' Slams White House Leaks As ' Lies '","Trump Praises Gianforte 's ' Big Head , ' Slams White House Leaks As ' Lies '",funny,1
1898,Oxygen consumption of post-smolt Atlantic salmon during crowding and handling stress,Oxygen consumption of post-smolt Atlantic salmon during crowding and handling stress,not funny,0
1253,Tall Tales of a Tropical Squirrel,Tall Tales of a Tropical Squirrel,funny,1
1581,Does Posting Facebook Status Updates Increase or Decrease Loneliness? An Online Social Networking Experiment.,Does Posting Facebook Status Updates Increase or Decrease Loneliness? An Online Social Networking Experiment.,funny,1
236,"The Demise of ""Yes"": An Informal Look","The Demise of ""Yes"": An Informal Look",funny,1
604,Is the normal heart rate chaotic due to respiration?,Is the normal heart rate chaotic due to respiration?,funny,1
9618,"Biden 's son fails drug test , is discharged from family ","Biden 's son fails drug test , is discharged from family ",funny,1
1116,A Case Study of Idol Immersion in the Context of Urban Lake Management Religious Activities and Management of Water Bodies,A Case Study of Idol Immersion in the Context of Urban Lake Management Religious Activities and Management of Water Bodies,funny,1
2342,Vagal reflexes following an exercise stress test: a simple clinical tool for gene-specific risk stratification in the long QT syndrome.,Vagal reflexes following an exercise stress test: a simple clinical tool for gene-specific risk stratification in the long QT syndrome.,not funny,0
