sentence,label,idx,target
question: Does the elasticity of the material vary with temperature? product: Exeggcute Shape Bike Hang Safety Zone Red Tail Light,0,8802,not funny
question: CAn this phone be encrypted? product: 2019 Unlocked IsatPhone 2.1 Satellite Phone - Voice SMS GPS Tracking SOS Global Coverage - Water Resistant - SIM Card Included (No Airtime) - Prepaid and Monthly Plans Available,0,7885,not funny
question: Is there sturdiness to the bidet? Can it accommodate a fairly heavy carriage? product: Greenco Bidet Fresh Water Spray Non-Electric Mechanical Bidet Toilet Seat Attachment,1,9006,funny
question: Where is the 609 made? product: Chef'sChoice 6090000 Food Slicer (Discontinued by Manufacturer),0,7555,not funny
question: Is it stupid to buy these if I don't have a sports car product: FH Group FH-FB070115+FH2033 Sports Fabric Car Seat Covers Airbag Compatible and Split Bench w.Steering Wheel Cover and seat Belt Pads Beige- Fit Most Car Truck SUV or Van,1,16479,funny
question: What does it taste like product: Liquid Ass,1,46,funny
question: Does it bring down ammonia levels in the body? product: Quicksilver Scientific Ultra Binder 120 Grams,0,819,not funny
question: Is this for one bar or four bars? product: Bounce Outdoor Fresh 4 Month Refill Dryer Bar  2.55 Ounce,0,2162,not funny
question: Where is this thing made? product: The Keyboard Waffle Iron Stovetop Waffle Maker Makes Extra Large Waffles,0,11784,not funny
question: Would Ron Swanson approve of this? product: Delta Children Emery 4-in-1 Convertible Baby Crib White,1,15881,funny
question: Is the existence of this product proof that America has run out of problems? product: Nostalgia RHDT800RETRORED Four Dogs & Buns Pop-Up Toaster 4-Hot Dogs Retro Red,1,6751,funny
question: Why is bootleg Will Ferrell in the picture? product: Smiffys Adult Unisex Chainsaw with Sound Black Batteries Included 20 inches 39729,1,8292,funny
question: Picture #4 is terrifying to me am I the only one? product: Chef'n Bananza Banana Slicer,1,12951,funny
question: How will this particular crossbow fare when the zombies come? Looking for a cheaper option that will still do well against the horde. Any suggestions? product: Ace Martial Arts Supply Cobra System Self Cocking Pistol Tactical Crossbow 80-Pound (3 arrows),1,12846,funny
question: does Ponce de León know about this? product: Past Limits Derma Cold Pack Skin Roller (Green),1,15741,funny
question: How much does cost shipping to Slovenia? product: Winning Moves Games Classic Ouija,0,6112,not funny
question: What type of batters does the 960 have? product: iRobot Roomba 960 Robot Vacuum- Wi-Fi Connected Mapping Works with Alexa Ideal for Pet Hair Carpets Hard Floors,0,152,not funny
question: Can I have this ornament shipped internationally... I have a friend in Mexico that wants one? product: Trump Make America Great Again Red Cap Collectible Ornament,0,6801,not funny
question: would this discourage and angry cow product: ZAP ZAPCANE Cane - 1 Millionv Stun Gun Walking Cane with Flashlight & Carrying Case Black,1,14807,funny
question: Will the comic book bundle get me dates?  I need some dates with women. product: The Witcher: Wild Hunt (Comic Bundle) - PlayStation 4,1,15686,funny
question: Will this ever get the prime preorder discount? product: Pokémon: Let's Go Pikachu! + Poké Ball Plus Pack,0,7429,not funny
question: Would this work on a boat for sand?  And just making sure this would work in the 12V outlet on the boat out on the water.  Thanks! product: Stanley Wet/Dry Vacuum 1 Gallon 12-Volt DC,0,13761,not funny
question: Will these shoes make my dad want to date me like Ivanka's? product: Ivanka Trump Women's Athyna Pump Black Leather 5 M US,1,13661,funny
question: Butt what if you left the boiling water in one spot would you get a strike every time product: New Entertainment Desktop Bowling,1,8414,funny
question: Is it made out of Gold to be worth 222 $ ? product: Xue-shelf Dish Drainer Rack Holder Black Stainless Steel Kitchen Rack Sink Sink Dish Rack Drain Bowl Rack Dish Rack Kitchen Supplies Storage Rack,1,55,funny
question: since someone asked if the scarf can be uaed as a towel i'll ask a sillier question. Can the scarf be used to blow your nose? lol product: FIFA 17 Deluxe Edition Scarf Bundle - PlayStation 4,1,4556,funny
question: Will this toaster make me a better person? product: Dualit 4 Slice Toaster Polished Chrome,1,10878,funny
question: Have you seen my son? product: Projectables LED Plug-In Night Light (Disney/Pixar's Finding Nemo),1,6636,funny
question: Are these compatible with Macs? product: Cyber Acoustics CA-3602FFP 2.1 Speaker Sound System with Subwoofer and Control Pod - Great for Music Movies Multimedia Pcs Macs Laptops and Gaming Systems,0,1317,not funny
question: Does this watch come with a mouth hug? product: AUDEMARS PIGUET ROYAL OAK TOURBILLON 41 EXTRA THIN ROSE GOLD WATCH 26510OR.OO.1220OR.01,1,9279,funny
question: How tall is this carafe in inches? product: BESTEK Coffee Carafe With Press Button Double Wall Vacuum Insulated Stainless Steel Coffee Thermal Carafe Milk Heat Cold Retention Carafe With Lid Thermal Pitcher50 Ounce,0,13936,not funny
question: Does this only repel Mosquitoes?I hate my brother! product: REPEL Plant-Based Lemon Eucalyptus Insect Repellent Pump Spray 4-Ounce,1,1558,funny
"question: D. trump here....no no too obvious. call me donald t. my question is will this hat keep my ""real hair"" in place? product: Trump Make America Great Again Red Cap Collectible Ornament",1,5582,funny
question: Does this straw removes viruses? product: LifeStraw Personal Water Filter for Hiking Camping Travel and Emergency Preparedness,0,1494,not funny
question: Does it come in Diamond? product: Asfour Crystal Tut Anhk Amon Chair,0,299,not funny
question: It says it removes 14 years of stains on the label but I'm 26. What do I do about the other 12 years? product: Crest 3D White Professional Effects Whitestrips Teeth Whitening Strips Kit,1,3820,funny
question: Were there any carrots in the back pack? product: Gund Peter Rabbit Stuffed Animal 11.5 inches,1,7220,funny
question: Can I use these to replace my spark plug cables? I moved my battery to the trunk and these are long enough for my 4 cylinder diesel engine. product: AudioQuest Diamond 16m (52.49 feet) Braided HDMI Cable,1,7288,funny
question: If i buy this do i run the risk of it getting shot down by an at-at walker? product: LEGO Star Wars 75049 Snowspeeder Building Toy (Discontinued by manufacturer),1,4485,funny
question: I saw these for sale at save-a-lot do you think it inappropriate to give to my ex wife as a gift? knowing what they do it might be a crime. product: Haribo Sugar Free Gummy Bears 5LB Bag,1,2973,funny
question: does it come with the  money i9 want money otherwise i will get very angery and my mummy said i am evil product: RFID Blocking Credit Card Holder JuneLsy Metal Credit Card Case for Men and Women Credit Card Holder Wallet for Bank Cards and ID Cards Black,1,10263,funny
question: Do you get more likes and fans on musical.ly when you buy the shirts product: musical.ly Wave Classic T-Shirt -Fitted Cut Male XX-Large  Black,1,2646,funny
"question: Can be sent t brazil? product: Mezco Bride of Chucky Tiffany 15"" Talking Doll Standard",0,7947,not funny
question: Does this case allow you to use the new squeeze to access google assistant (active edge) on the pixel 2 xl? product: Caseology Parallax for Google Pixel 2 XL Case (2017) - Award Winning Design - Black,0,2019,not funny
question: Does she received the sample of the Collectible Currency - I already order to deliver at her desk ? product: American Art Classics Melania Trump - First Lady - First Family Million Dollar Bill in Collectible Currency Holder,0,13720,not funny
"question: This knife has a LOT of tools - does it have a ""Wenger 16999"" as one of the tools? And if so does THAT tool have a Wenger 16999 on it? product: Wenger 16999 Swiss Army Knife Giant",0,7163,not funny
question: If i get this game will my life end? product: Fallout 4 - PlayStation 4,1,16875,funny
question: Is it any good? product: BladesUSA HK-6634 Ninja Sword 27-Inch Overall,0,18017,not funny
question: Seriously does it have a tuning fork? If not why not? product: Wenger 16999 Swiss Army Knife Giant,0,32,not funny
question: Is there a different color? Whenever I place this device over a banana I lose sight of it. The color is so perfectly banana-like it is banana-flage. product: Hutzler 571 Banana Slicer,1,17012,funny
"question: The title states that it's a ""female executive chair"".   what makes this chair a female does it have breasts and a vagina? product: BarcaLounger 9631S-MA Office Executive Chair Ivory",1,14132,funny
question: Will this help keep relatives such as my mother-in-law off of my property? product: Tanglefree Fake Magnum Owl Decoy - Pest Repellent Garden Protector,1,9689,funny
question: Do these come in 7 meter lengths? I just paid someone $42000 to place my speakers 7 meters from my amp so I'd hate to have to pay to move them again product: WIREWORLD Platinum Eclipse 7 Speaker Cable - Biwired Pair - Spade to Spade - 6.0M,0,14672,not funny
question: So i dont get killed can someone please tell me how to open it product: Sterling Silver and 14k Yellow Gold Triple X Design Diamond Textured Bangle Bracelet (.18 cttw),1,166,funny
question: Does anyone have the customer service number so I can contact the main company? I ordered off of the main website. product: #1 Ranked Award Winning Handson Gloves for Shedding Bathing Grooming De-Shedding Horses Dogs Cats Livestock Small Pets BLK Large,0,325,not funny
question: how many come in a pack product: DIRTY LEMON +charcoal Daily Detox 16 oz Bottles (1 Case of 6 Bottles),0,14451,not funny
question: Do you have to remove the head to replace the blade or does it just open? product: Perfecto Professional Double Edge (DE) Safety Razor for Men | Long Handle for Comfortable Wet Shaving|Stylish Luxury Chrome Finish|Enjoy the Closest Shave with Zero Irritation|Perfect Gift for Him,0,4975,not funny
question: Can I use it on my diabetes? product: Accoutrements Bacon Strips Bandages,0,11125,not funny
question: Is this a box stitch? product: Buffy Comforter - King/Cal King - Softer Than A Cloud - Eucalyptus Fabric - Hypoallergenic - Down Alternative    ,0,3319,not funny
question: can you make a woman from this? product: Real Human Rib (Natural Bone),1,2917,funny
question: Found skunk hole waited til dark & covered. fine 4 while sob back. shouldl i get this & open hole back up. i think he made condo under my deck. help product: Atlas 279001 010052003331 The Giant Destroyer 4 Tubes 1.75 oz 4 Pk. Multi,1,11273,funny
question: Is this a toothbrush? product: Rolex Women's 116576  Daytona Platinum  Diamond Bezel Diamond Pave Dial Watch,1,5110,funny
question: Does it support Picture-in-Picture-in-Picture-in-Picture-in-Picture? I'm not buying it if I cant watch down through at least 5 levels of PiPiPiPiPiP!! product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,731,funny
question: pubic area product: VIKINGS BLADE The Chieftain Safety Razor + Swedish Platinum Super Blades + Carry Case,1,13576,funny
question: Kanye west is going to sue !?! product: Tokee Unisex Led Light Up Shoes USB Cable Charging Luminous Sneakers,1,7450,funny
question: How does this compare to the lutron emf detector. i know itnotdigital but is it as acurate ? product: The Ghost Meter EMF Sensor,0,642,not funny
"question: what kind of plant food does the goldfish need how often? product: Hirt's Gardens B000NDU2TI 9GreenBox Goldfish Plant-4"" Pot-Blooms Frequently",1,15441,funny
question: buy more than a month ago and did not receive anything and do not respond my emails I will return my money or I was going to steal? product: Dog Click Clicker Training Trainer Black,0,14112,not funny
question: Can I make Mexico pay for this? product: Trump Make America Great Again Red Cap Collectible Ornament,1,3180,funny
question: Can I iron the flag? product: Fox Outdor 3'x5' USSR Flag,0,8790,not funny
question: Will this help a coworker work faster? Or will it be so comfortable that we lose him completely? product: N Seat Pro 600 Series Executive Racing Design Computer Gaming Office Swivel Chair with Lumbar Support and Headrest Pillow Included Black,1,2909,funny
question: Does this ring fit size 6-7? product: Animewild Green Lantern Light-Up Ring,0,9140,not funny
question: What address can I ship it to? product: Bug-A-Salt 2.0 from Skell Inc.,0,19048,not funny
question: Would this make a good zombie apoc/bug out bag tool? ex. spear head trowl self-def.? product: BladesUSA 2309C Octagon Metal Martial Arts Sai Set of Two 15-Inch Length,1,15282,funny
question: $3500...???? :o :o ... does it contains jarvis also... ? product: Galaxy S6 Edge 64GB Iron Man Limited Edition Unlocked International Version,1,11559,funny
question: Do they actually ship customers 12 bags of mints or just 1 bad? product: Life Savers Wint O Green Sugarfree Mints Candy Bag 2.75 ounce (12 Pack),0,8126,not funny
question: Is anyone else's ornament attracting white maggots that are hanging around the trash and feeding on the innocent? product: Trump Make America Great Again Red Cap Collectible Ornament,1,3177,funny
question: Hi can it hold a nabi2 instead product: CTA Digital 2-in-1 iPotty with Activity Seat for iPad,0,12785,not funny
question: Am I talking to the guy off shark tank? product: Fizzics Waytap Beer Dispenser Black,1,479,funny
"question: The bag states ""for Men."" Does this have some sort of estrogen sensor so it can self-destruct if touched by female hands? product: Insulated Lunch Bag Cooler Lunch Box Tote for Men Work Large Fit 4 Meal Prep Containers and 2 Drinks",1,17506,funny
question: My vitamin water button only allows me to order a 20 pack of vitamin zero which is not what i want. is there a way to change it to the item i want? product: Test -Do not use,0,16467,not funny
question: Is there a way to make them fit if they are too big? I bought a 7 it was too small the 8 is too big. I want these to work out. product: Crocs Unisex Classic Clog Black 6 US Men / 8 US Women,0,8737,not funny
question: Can it summon demons product: Microplush FNAF Possessed Fredbear Plush 10inch,1,17987,funny
question: How big of a head will this fit on? product: Luwint 36'' Diameter Elastic Fishing Gardening Folding Umbrella Hat Headwear Silver,0,15184,not funny
question: Is the guy included? I'd like that guy to arrive at my doorstep honestly. product: Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,16923,funny
question: Is this a good replacement for a wife? product: iRobot Roomba 690 Robot Vacuum-Wi-Fi Connectivity Works with Alexa Good for Pet Hair Carpets Hard Floors Self-Charging,1,4932,funny
question: Why is it so expensive? product: WIREWORLD Platinum Eclipse 7 Speaker Cable - Biwired Pair - Spade to Spade - 6.0M,0,5443,not funny
question: Does it come in stattrack? product: SZCO Supplies DH-8007 Full Tang Gut Hook Knife with Pakka Wood Handle,0,6078,not funny
question: Are these the ones that do the same thing to your anus as the atom bomb did to Hiroshima and Nagasaki? product: Albanese Assorted Gummi Bears Sugar Free 5-Pound Bags (Pack of 2),1,11580,funny
"question: How long till in stock again October? product: Chucky 15"" Good Guys Talking Doll Standard",0,7381,not funny
question: Will Jeff Goldblum fear me in this costume? product: Rubie's Adult Jurassic World T-Rex Inflatable Costume,1,18950,funny
question: Why didnt the girl come with my order? product: Princess of The Sea Mermaid Minky Blanket Tail and Wristband,1,7427,funny
question: When did Doc become a princess? product: Fisher-Price Little People Disney Princess Gift Set (6 Pack) [Amazon Exclusive],1,18692,funny
question: Does it Control newly wed husbands to actually listen? product: Pebble Time Steel Smartwatch for Apple/Android Devices - Silver,1,6338,funny
question: How can i get it to get shipped to France? product: SZCO Supplies Brass Crusader Helmet,0,17667,not funny
question: Cai review your item on my youtube product: LuReen Gold Silver Twotone Iced Out CZ Vampire Fangs Grillz Set + 2 Extra Molding Bars (Grillz Set),0,18155,not funny
"question: Can this help a person's intentions? product: Finest Quality 51 Degree 9"" 24k Gold-plated Copper Meditation Pyramid for Healing",0,11733,not funny
question: Can the Russians monitor my house when I use these? product: 2 Pack SnapPower Guidelight - Outlet Wall Plate With LED Night Lights - No Batteries Or Wires - Installs In Seconds - (Duplex White),1,14707,funny
question: Theres no info on it is it sold out? product: 2016 Santa's Sleigh,0,16187,not funny
question: This question is for someone who is actually in the networking field. is this product worth the money or should i save the money and buy the d-link dir 895 product: ASUS RT-AC5300 AC5300 Tri-Band WiFi Gaming Router MU-MIMO AiProtection Lifetime Security by Trend Micro AiMesh Compatible for Mesh WiFi System WTFast Game Accelerator,0,12876,not funny
question: Serious question: has anyone experienced headaches from falling asleep with these on? product: CozyPhones Sleep Headphones with Travel Bag - Ultra Thin Earphone Speakers - Most Comfortable Headphones for Sleeping - Perfect for Air Travel Relaxation Meditation & Insomnia - Leopard,0,3823,not funny
"question: How long is the chain? product: Church of Satan Sigil of Baphomet 1.5"" Surgical Steel 316L - Stainless",0,18623,not funny
"question: Why are some of these adapter ""without glass"" and this one is ""with"" glass?  Is there a reason to buy one adapter over the other? Thanks! product: Fotodiox Lens Mount Adapter - Minolta MD MC Rokkor Lens to Nikon Camera for Nikon D1 D1H D1X D2H D2X D2Hs D2Xs D3 D3X D3s D4 D100 D200 D300 D300S D700 D800 D800E D40 D50 D60 D70 D70S D80 D40X D90 D3000 D3100 D3200 D5000 D5100 D7000 Fuji S1 S2 S3 S5",0,18464,not funny
question: Can you set the time on the watch and exchange batteries? product: New Silver Tone Fullmetal Alchemist Pocket Watch Cosplay Edward Elric Anime Gift,0,9842,not funny
question: is this made in China? product: Vulli Teether Fanfan The Fawn,0,3051,not funny
question: Will this repel my bug-eyed neighbor? product: MaxMoxie Indoor Electronic and Electromagnetic Repellent Mini Ultrasonic Night Light Animal Control Inexpensive Effective Solution (Pack of 2),1,4966,funny
question: Is this ornament made in jhina? product: Trump Make America Great Again Red Cap Collectible Ornament,0,13107,not funny
question: Is this officially endorsed by the Ramones? product: Carbona Oxy-Powered 2-in-1 Carpet Cleaner 27.5 Ounces - Pack of 2,1,10089,funny
question: Does the hand cream come with Halo 5? product: Halo (Xbox 360),0,12365,not funny
question: Can i use ur3 powder on this cyberskin toy or do i actually have to use cyberskin brand powder product: CyberSkin Celebrity Series Farrah's Male Masturbator (Grip-on Stroker),1,585,funny
"question: I basically need a ""female"" wheel as my chair's pins are built in.  Can you remove the metal pin from these wheels? i'm finding mixed answers... product: (SET OF 5) Office Addiction - Rollerblade Office Chair Replacement Wheels - Hardwood Safe 3-Inch Heavy Duty Replacements - Ball Bearing Swivels - Floor Safe Design - Black/Clear",0,13297,not funny
"question: What exactly is the ""neurodiversity"" labled on the bag that is being supported? product: Little Stinker The Original Bag of Unicorn Farts Cotton Candy Funny Novelty Gift for Unique Birthday Gag Gift for Friends Mom Dad Girl Boy Grandson Stocking Stuffer While Elephant Christmas",1,8171,funny
question: Will this clip hold a GoPro or is the GoPro too heavy? product: Gear Keeper RT5-5901 Micro Scuba Retractor Snap Clip Mount with Q/C Split Ring Accessory,0,3650,not funny
question: Does it hurt product: Delta Suicide Squad Cosplay Harley Quinn Outfit Suits Halloween Costume/Baseball Bat,1,14894,funny
question: Will this allow me to feel the power of the dark side? product: Uncle Milton Death Star Electronics Lab Kit,1,13310,funny
question: can you put these up to a camera and photograph ones aura? product: AURA GLASSES ADVANCED: SEE AURAS INSTANTLY WITH PRANA VIEWING GOGGLES A WONDERFUL DISCOVERY OF MODERN DAY METAPHYSICS BASED ON THE WORK OF THE RESEARCHER WALTER J. KILNER. TRAIN YOURSELF TO SEE SPIRIT (THE ETHERIC DOUBLE CHI ENERGY) CHAKRAS AND GHOSTS AND DEVELOP YOUR NATURAL ABILITY TO SEE AURAS. A GREAT GADGET FOR REIKI PRACTITIONERS (HANDS OF LIGHT) DOWSING LEYLINES PSYCHICS MEDIUMS CLAIRVOYANT PEOPLE OCCULT NEW AGE TOY COLLECTORS SKEPTICS AND BEGINNERS AS A WAY TO LEARN HOW TO SEE AURAS INSTANTLY. WITNESS PARANORMAL ACTIVITY THROUGH THESE RARE MYSTICAL AURA GLASSES. VERY POPULAR ON EBAY SEE FEEDBACK FOR EVIDENCE THAT THESE WORK. SEE AURAS INSTANTLY OR YOUR.,0,7486,not funny
question: Army or Not am i still doomed? product: LEGO Star Wars Minifigure - General Grievous Clone Wars Version Tan (2010),1,9937,funny
question: Is this a glorified VR for homeless people? product: Nintendo Labo - Robot Kit,1,5247,funny
question: Will this blaster help me get hot babes like in the product pictures? product: Newisland Detachable Blasters Toy Guns with Foam Darts and Dartboard,1,165,funny
question: What about an 8 year old? product: Razor Hovertrax 2.0 Hoverboard Self-Balancing Smart Scooter - Black,0,7702,not funny
"question: What if my elderly tomcat has diarrhea on this waterproof Kindle? What if my half Siamese cat pees on it? product: Kindle Oasis E-reader - Graphite 7"" High-Resolution Display (300 ppi) Waterproof Built-In Audible 32 GB Wi-Fi + Free Cellular Connectivity",1,13039,funny
question: How do you enter the shipping address for an apartment? product: Hutzler 571 Banana Slicer,0,773,not funny
question: Am I high? Is this real? product: Think Geek Canned Unicorn Meat,1,9206,funny
question: why so much hate on them product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,1,15180,funny
question: Why is the mouthpiece on upside down in the picture? rofl product: Merano GWD510BL E Flat Alto Saxophone with Zippered Hard Case and Mouth Piece Blue,1,18121,funny
question: Can you hire me as a voice acter? :! product: Far Cry Primal - PlayStation 4 Standard Edition,1,8365,funny
question: I bought this last week and my face doesnt stick up it just flops down. Is it not inflating right? Is this normal? Should i return it? product: Rubie's Adult Jurassic World T-Rex Inflatable Costume,0,7113,not funny
question: are they selling this black person for only 15 bucks? product: Digital Voice RecorderActivated Sound Audio Recorder Dictaphone,1,1477,funny
"question: Does this hair have lice because I'm pretty sure I see some in my bag? product: Eayon Hair Peruvian Human Hair Lace Closure Straight Hair Bleached Knots 4""x4"" Inch Free Part Natural Black Size 12inch",1,2141,funny
question: How are these for bettas they seem about the right size. My blackworm source dried up and I am looking for a replacement live food. product: 1000ct Live Mealworms Reptile Birds Chickens Fish Food (Small),0,4287,not funny
question: I wanted to know if anyone has had the same problem as me. I bought a few of these and every time I eat one prepare it and everything for the family product: Think Geek Canned Unicorn Meat,0,4140,not funny
question: Will this watch help protect me from Voldemort? product: Patek Philippe Grand Complication Men's Platinium - 5496P-001,1,7498,funny
question: I drink a lot and have massive bowel movements. It's not unusual for the entire bowl to need a cleaning after I finish. Is this easy to clean? product: GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,1,10664,funny
question: How good are these at blocking out noise? I live with someone who makes noises constantly without realizing it. It drives me insane. product: CozyPhones Sleep Headphones - New Contour Series with Cool Mesh Lining & Ultra Thin Earphones - Perfect for Air Travel Meditation AMSR & Insomnia,1,5254,funny
question: Is the Hutzler 571 Gay friendly ?  I've  heard that the 570  had a problem with the friends of Dorothy.  I had to edit as I think the 571 may have homophobic slips as no one will  tell me if it's safe. product: Hutzler 571 Banana Slicer,1,10821,funny
question: Will this kill a lizard? product: Elucto Electric Bug Zapper Fly Swatter Zap Mosquito Best for Indoor and Outdoor Pest Control(AA Batteries Included),1,13482,funny
question: Mine clicks really loud when I open/close is this normal? not even the latch just by by moving the cap back and fourth it clicks. product: KOR ONE BPA Free Hydration Vessel (Ice Blue),0,16955,not funny
question: Is this same size as a Barbie? product: Star Wars The Black Series 6 Inch Finn (Jakku),0,11472,not funny
"question: Hate to be one of ""those"" people (not really) but is this blade good for aginst a zombie? product: Cold Steel Cutlass Machete 97DRMS",1,8708,funny
question: Serious question: has anyone experienced headaches from falling asleep with these on? product: CozyPhones Sleep Headphones with Travel Bag - Ultra Thin Earphone Speakers - Most Comfortable Headphones for Sleeping - Perfect for Air Travel Relaxation Meditation & Insomnia - Leopard,0,6944,not funny
question: where is the product manufactured? thanks. product: Knights Templar Crusader Helmet Medieval Armor,0,7683,not funny
question: My banana slicer has been pretty disobedient lately how can I show it who is the boss? product: Hutzler 571 Banana Slicer,1,10288,funny
question: Does this mattress keep you cool at night? product: Zinus Memory Foam 12 Inch Green Tea Mattress Queen,0,13691,not funny
question: Are your sauces Non Gmo? I love the sauce but can't find the answer on the web. I'm guessing no but hope so. product: Rao's Homemade Marinara Sauce 24-Ounce (Pack of 4),0,17595,not funny
question: What happened to Hulk? Did he get a sunburn? product: Funko POP Marvel: Red Hulk Action Figure,1,18292,funny
question: I read most of the reviews and they said it was very irritating and painful to listen to does Ear- Advil exist? product: B. Meowsic (Keyboard),1,234,funny
question: Will the hot chick help me set it up? product: Pop-Up Room in a Bag Instant Portable Changing Room with Dura-light Steel Frame and Weather-Resistant Material for Camping RV Shower Outhouse Bathroom and more! Included Tie-Down Kit and Keychain Flashlight,1,9468,funny
question: is this actually Drinkable? product: Nuka Cola Quantum from Fallout Jones Soda | 1 Bottle,0,8068,not funny
question: Is this similar to the Crown of Success? product: Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,1,13513,funny
question: How much luck will this provide? I need to win the lottery to feed my family so this wont be useful if it only helps me find $5 occasionally. product: Digital Voice RecorderActivated Sound Audio Recorder Dictaphone,1,16072,funny
question: If i put some of this on my girlfriends tampon can i get her back for cheating on me? Will it work? product: Curad Bloodstop Hemostatic Gauze 1 X 1 Inches 10 Count,1,10430,funny
question: Does it work on Donald Trump? product: Cravegreens Pest Control Ultrasonic Repellent -Electronic Plug -in Repeller for Insect (CraveG),1,8843,funny
question: If I rub this on my body will it 1. Give me cancer or 2. Grant me superpowers? This is a serious question. product: Uranium Ore,1,18309,funny
question: If the felt comes off the guide can I return it? and if so how? product: Winning Moves Games Classic Ouija,0,434,not funny
question: Who makes these? product: Coconut Float's Bottle of Wine Pool Raft 7.5 ft.,0,16402,not funny
question: Can I build a bomb with this? product: Vaultz Locking Utility Box 8.25 x 5.5 x 2.5 Inches Black (VZ01479),1,11384,funny
question: does it go faster when it catches fire or is that just for looks? product: Powerboard by HOVERBOARD - 2 Wheel Self Balancing Scooter with LED Lights - Hands Free Battery Powered Electric Motor - Airboard - The Perfect Personal Transporter - USA Company,1,17971,funny
question: I ordered lightning deal four pack How come only two arrived product: 711TEK Pest RepellentZS1033 Pest Repeller Indoor Plug in for Insect - AntsRoachesBugsFleasMosquitoesSpiders (4 Packs),0,2029,not funny
question: How many db noise reduction from the noise level of the exterior rooom? product: Hearing test Booths Sound Room Sound Proof Booth Audio Booth Whisper Room,0,2855,not funny
question: Why doesn't it ship to Australia? :( product: Monster High Casta Fierce Doll,0,15643,not funny
question: Are the blades tempered steel or is the rainbow finish just for looks? product: Dead Walker  CN926880RB-BRK Ninja Sword Set Rainbow,0,5840,not funny
question: still in box? product: Funko POP Halo 4 Cortana Vinyl Figure,0,18590,not funny
question: If get this cable will i get free college product: AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,1,16894,funny
question: Do you need to allow them to dry out between loads? product: Wool Dryer Balls by Smart Sheep 6-Pack XL Premium Reusable Natural Fabric Softener,0,18376,not funny
"question: How much weight does it hold? product: Jump Power UFO Swing Set for 1 or 2 Children Kids and Toddlers For Fun in Your Backyard ""ASTM Safety Approved""",0,12472,not funny
question: How are you saving lives? product: PREMIUM Stackable Magnetic Measuring Spoons Set by Integrity Chef - Metal Measuring Spoons Set Teaspoon Tablespoon Measuring Spoon Set Measuring Spoons Stainless Steel Measuring Spoons SAVE A LIFE!,1,16671,funny
question: do these ship in a time machine? product: MAXELL 101202 Professional Bulk Normal Bias Audio Tape (90 min 20 pk),1,15388,funny
question: Should i start my day with a juicy pussy product: Pussy Natural Energy Drink (250ml - Pack of 4),1,18104,funny
question: Is this100% legit? Or a scam thats preying on people that are excited about the release. product: Nintendo Switch Console Gray Joy-Con,0,17999,not funny
question: How much microns does it have ? product: Reynolds Wrap Aluminum Foil - 200 Square Feet,1,16095,funny
question: where can i get a replacement battery? i bought mine from a local auction and it only worked for 30 seconds and powered down and will not charge. product: Lynx - Amazon Alexa Enabled Smart Home Robot,0,1913,not funny
question: If i use this can i grow a sweet dirty stache like the picture? product: SER 100# Serenity Sleep Aid Custom Night Mouth Guard,1,5944,funny
question: Will this fit a gigabyte ga-z170z-ultra gaming motherboard? product: Thermaltake Versa N24 Black ATX Mid Tower Gaming Computer Case Chassis with Power Supply Cover 120mm Rear Fan preinstalled. CA-1G1-00M1WN-00,0,8092,not funny
question: Is this holy water already blessed? product: Jordan River Holy Water Holy Sepulchre Jerusalem - 300ml by Bethlehem Gifts TM,1,2229,funny
question: What is a banana? what are they for ? product: Hutzler 571 Banana Slicer,0,7350,not funny
question: is it rc product: Bruder Massey Ferguson 7600 Tractor,0,12552,not funny
question: Does he still your stuff? product: Funko POP Movies: Fantastic Beasts And Where to Find Them - Niffler Action Figure,1,18374,funny
question: Can bolt penetrate a zombie's frontal love? product: KingsArchery Self-Cocking Crossbow Bundle with Adjustable Sights Spare Crossbow String and Caps 27 Aluminim Arrow Bolt Set,1,4661,funny
question: Can I breathe through my nose using this? product: Full Face Snorkel Mask for Kids and Adults - Anti-Fog and Anti-Leak Easybreath Snorkeling Gear - Dive Scuba Mask with 180 Panoramic View and 4 Bonus Items as Snorkel Set (Black-Green L/XL),0,9861,not funny
question: Does this product work product: UFO Detector - Internal magnetometer interfaced with microcontroller for 24 hour/7 days a week monitoring for magnetic anomalies that have been reported with many UFO sightings,0,12339,not funny
question: What's the scientific reasons not to place them around carpets or curtains? product: NEW 2018 Ultrasonic Pest Repeller(4-Pack)-Electronic Pest Control Plug In-Pest Repeller for Insect for Indoor and OutdoorRepellent For MiceMosquitoesCockroachesAntsRodents FliesSpidersBugs,0,5580,not funny
question: Can I use it as toilet paper? product: Gerber Gator Machete - Black w/ Nylon Sheath [31-000758],1,12923,funny
question: How is this delivered? product: Design Toscano The Lord Raffles Lion Throne Chair,0,10402,not funny
question: How soon does it arrive? I live in VA product: Zombie Killer Apocalyptic Decapitator Sword,0,12556,not funny
