id,bert_sentence,t5_sentence,target,label
14588,Will this work with the 1st gen. Mr. Fusion? [SEP] Flux Capacitor - This is What Makes Time Travel Possible,Will this work with the 1st gen. Mr. Fusion? </s> Flux Capacitor - This is What Makes Time Travel Possible,not funny,0
1118,The Case of the Burly Wee Man,The Case of the Burly Wee Man,funny,1
142,Honey Bee Sting Pain Index by Body Location,Honey Bee Sting Pain Index by Body Location,funny,1
2460,"Clonal analysis of bilateral, recurrent, or systemically multifocal ocular adnexal lymphoma.","Clonal analysis of bilateral, recurrent, or systemically multifocal ocular adnexal lymphoma.",not funny,0
632,Asian elephants acquire inaccessible food by blowing.,Asian elephants acquire inaccessible food by blowing.,funny,1
1393,Law of Urination: all mammals empty their bladders over the same duration,Law of Urination: all mammals empty their bladders over the same duration,funny,1
2875,"Empathy, schizophrenia and violence: A systematic review","Empathy, schizophrenia and violence: A systematic review",not funny,0
11313,Will this plug in to any tv? [SEP] Super NES Classic,Will this plug in to any tv? </s> Super NES Classic,not funny,0
10322,How big is the box and how heavy is it? [SEP] LEGO Friends Heartlake Pizzeria 41311 Toy for 6-12-Year-Olds,How big is the box and how heavy is it? </s> LEGO Friends Heartlake Pizzeria 41311 Toy for 6-12-Year-Olds,not funny,0
1185,Cheating after the test: who does it and how often?,Cheating after the test: who does it and how often?,funny,1
18407,Would you consider it as a big umbrella (size wise)? I'm tall and son't like the small umbrellas.. [SEP] Totes Auto Open Wooden Handle J Stick Umbrella,Would you consider it as a big umbrella (size wise)? I'm tall and son't like the small umbrellas.. </s> Totes Auto Open Wooden Handle J Stick Umbrella,not funny,0
1713,Bodenfauna als Ökologischer Dienstleister  Collembolen und Nematoden fördern den Abbau von Deoxynivalenol in Fusarium-infiziertem Weizenstroh,Bodenfauna als Ökologischer Dienstleister  Collembolen und Nematoden fördern den Abbau von Deoxynivalenol in Fusarium-infiziertem Weizenstroh,not funny,0
3351,Effective Neuronal Learning with Ineffective Hebbian Learning Rules,Effective Neuronal Learning with Ineffective Hebbian Learning Rules,not funny,0
586,Real-Time Measurement of Volatile Chemicals Released by Bed Bugs during Mating Activities,Real-Time Measurement of Volatile Chemicals Released by Bed Bugs during Mating Activities,funny,1
2377,Diaporthin and Orthosporin from the Fruiting Body of Daldinia concentrica,Diaporthin and Orthosporin from the Fruiting Body of Daldinia concentrica,not funny,0
643,Testing the Validity of the Danish Urban Myth that Alcohol Can Be Absorbed Through Feet: Open Labelled Self Experimental Study,Testing the Validity of the Danish Urban Myth that Alcohol Can Be Absorbed Through Feet: Open Labelled Self Experimental Study,funny,1
2108,Unfriendly partitions for graphs not containing a subdivision of an infinite clique,Unfriendly partitions for graphs not containing a subdivision of an infinite clique,not funny,0
17186,"what colors are available at this time? need 2 [SEP] Intex Pull-out Chair Inflatable Bed 42"" X 87"" X 26"" Twin (Colors May Vary)","what colors are available at this time? need 2 </s> Intex Pull-out Chair Inflatable Bed 42"" X 87"" X 26"" Twin (Colors May Vary)",not funny,0
1956,"Single-event upset in flip-chip SRAM induced by through-wafer, two-photon absorption","Single-event upset in flip-chip SRAM induced by through-wafer, two-photon absorption",not funny,0
1223,Shooting the messenger: outsiders critical of your group are rejected regardless of argument quality.,Shooting the messenger: outsiders critical of your group are rejected regardless of argument quality.,funny,1
759,Is there an app that lets me teleport like the power rangers [SEP] Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,Is there an app that lets me teleport like the power rangers </s> Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,funny,1
10223,The dimensions say it's 5.9x5.9x0.4. That sounds kinda small. would that fit an adult male. 5'7 58 cm circumference head? [SEP] Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,The dimensions say it's 5.9x5.9x0.4. That sounds kinda small. would that fit an adult male. 5'7 58 cm circumference head? </s> Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,not funny,0
15489,Would this be good for a beach blanket? [SEP] Bless International Indian Hippie Bohemian Psychedelic Peacock Mandala Wall Hanging Bedding Tapestry (Golden Blue Queen(84x90Inches)(215x230Cms)),Would this be good for a beach blanket? </s> Bless International Indian Hippie Bohemian Psychedelic Peacock Mandala Wall Hanging Bedding Tapestry (Golden Blue Queen(84x90Inches)(215x230Cms)),not funny,0
11213,What about just making yourself one? If they do use pure silver conductors it's about $85 investment in total. [SEP] AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,What about just making yourself one? If they do use pure silver conductors it's about $85 investment in total. </s> AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,not funny,0
17961,do you really need the 512GB version Surface Pro or can you get by with the 256GB version. I am a medical student and use it just for general studying [SEP] Microsoft Surface Pro 3 512 GB Intel Core i7 Windows 8.1 - with Windows 10 Upgrade,do you really need the 512GB version Surface Pro or can you get by with the 256GB version. I am a medical student and use it just for general studying </s> Microsoft Surface Pro 3 512 GB Intel Core i7 Windows 8.1 - with Windows 10 Upgrade,not funny,0
737,The illusion of owning a third arm.,The illusion of owning a third arm.,funny,1
3101,Hey I was just wondering.Would it be safe to inject about 50 lbs of this stuff into my bone marrow and be like a really lame Wolverine? [SEP] RotoMetals Gallium Metal 99.99% Pure 100 Grams,Hey I was just wondering.Would it be safe to inject about 50 lbs of this stuff into my bone marrow and be like a really lame Wolverine? </s> RotoMetals Gallium Metal 99.99% Pure 100 Grams,funny,1
5207,Will this fit a human? [SEP] Accoutrements Inflatable Unicorn Horn for Cats,Will this fit a human? </s> Accoutrements Inflatable Unicorn Horn for Cats,funny,1
1432,Women are better at selecting gifts than men.,Women are better at selecting gifts than men.,funny,1
2785,Oscillations in the prefrontal cortex: a gateway to memory and attention,Oscillations in the prefrontal cortex: a gateway to memory and attention,not funny,0
12030,Can a blind person use this blanket?  I.e. are the controls mechanical or display based?  Can alternative controllers be used? [SEP] Sunbeam Heated Blanket | Velvet Plush 10 Heat Settings Mushroom Full,Can a blind person use this blanket?  I.e. are the controls mechanical or display based?  Can alternative controllers be used? </s> Sunbeam Heated Blanket | Velvet Plush 10 Heat Settings Mushroom Full,not funny,0
2586,Telomere length of donors influences granulocyte recovery in children after hematopoietic stem cell transplantation,Telomere length of donors influences granulocyte recovery in children after hematopoietic stem cell transplantation,not funny,0
5872,can this be used for spirits? [SEP] Home Brew Triple Scale Hydrometer for Beer Wine Cider and Mead Highly Accurate Easy to Read Specific Gravity Tester for Home Alcohol Brewing,can this be used for spirits? </s> Home Brew Triple Scale Hydrometer for Beer Wine Cider and Mead Highly Accurate Easy to Read Specific Gravity Tester for Home Alcohol Brewing,funny,1
3682,Can you poop in the bushes and use a pinecone to wipe with? [SEP] Far Cry Primal - PlayStation 4 Standard Edition,Can you poop in the bushes and use a pinecone to wipe with? </s> Far Cry Primal - PlayStation 4 Standard Edition,funny,1
16148,how do i close it it can someone tell me plz [SEP] TAC Force TF-438BP Assisted Opening Folding Knife Black Spear Point Blade Black Wood Handle 4-Inch Closed,how do i close it it can someone tell me plz </s> TAC Force TF-438BP Assisted Opening Folding Knife Black Spear Point Blade Black Wood Handle 4-Inch Closed,not funny,0
17252,two tabs one on each side to use for the tie downs.  needs to be staked out from the front and back did I miss any tabs? [SEP] Christmas Inflatable Holy Family Nativity Scene by Holiday Time,two tabs one on each side to use for the tie downs.  needs to be staked out from the front and back did I miss any tabs? </s> Christmas Inflatable Holy Family Nativity Scene by Holiday Time,not funny,0
15345,My grandson loves Pokémon go. Would he love this also? [SEP] KOBRA Grinders - Pokemon Pokeball Grinder For Herbs and Spices - 3 Piece 40MM,My grandson loves Pokémon go. Would he love this also? </s> KOBRA Grinders - Pokemon Pokeball Grinder For Herbs and Spices - 3 Piece 40MM,not funny,0
18827,Is there any kind of warranty? [SEP] CozyPhones Sleep Headphones - New Contour Series with Cool Mesh Lining & Ultra Thin Earphones - Perfect for Air Travel Meditation AMSR & Insomnia,Is there any kind of warranty? </s> CozyPhones Sleep Headphones - New Contour Series with Cool Mesh Lining & Ultra Thin Earphones - Perfect for Air Travel Meditation AMSR & Insomnia,not funny,0
679,Top Ranked Boxers Are Less Hirsute Than Lower Level Boxers: An Example For the Importance of 5-Alpha-Reductase?,Top Ranked Boxers Are Less Hirsute Than Lower Level Boxers: An Example For the Importance of 5-Alpha-Reductase?,funny,1
574,Real-Time EEG-Based Happiness Detection System.,Real-Time EEG-Based Happiness Detection System.,funny,1
15073,Can i see a Picture??? [SEP] Anley Fly Breeze 3x5 Foot Mexico Flag - Vivid Color and UV Fade Resistant - Canvas Header and Double Stitched - Mexican MX National Flags Polyester with Brass Grommets 3 X 5 Ft,Can i see a Picture??? </s> Anley Fly Breeze 3x5 Foot Mexico Flag - Vivid Color and UV Fade Resistant - Canvas Header and Double Stitched - Mexican MX National Flags Polyester with Brass Grommets 3 X 5 Ft,not funny,0
3137,Brain monoaminergic and neuropeptidergic variations in human aging,Brain monoaminergic and neuropeptidergic variations in human aging,not funny,0
15117,How do you install this? [SEP] Solar Lights Outdoor Motion Sensor 1400-Lumen Bright LED Spotlight 9-Watt(130W Equiv.) Solar Security Lights for Garden Driveway Patio 2-Year Battery Life 160-Week 100% Free Replacement Guarantee,How do you install this? </s> Solar Lights Outdoor Motion Sensor 1400-Lumen Bright LED Spotlight 9-Watt(130W Equiv.) Solar Security Lights for Garden Driveway Patio 2-Year Battery Life 160-Week 100% Free Replacement Guarantee,not funny,0
830,"Send me a memo on it; or better yet, don't","Send me a memo on it; or better yet, don't",funny,1
1894,"Leaf Litter and Invertebrate Colonization: the Role of Macroconsumers in a Subtropical Wetland (Corrientes, Argentina)","Leaf Litter and Invertebrate Colonization: the Role of Macroconsumers in a Subtropical Wetland (Corrientes, Argentina)",not funny,0
9067,Will chicks dig me if I buy this knife? [SEP] CRKT Crawford Kasper OD Green,Will chicks dig me if I buy this knife? </s> CRKT Crawford Kasper OD Green,funny,1
18533,Can I sync multiple together? [SEP] EtoBesy Bluetooth Speakers with Colorful LED Light Mini Portable Wireless Speaker Stereo Magic Cube Music Player Hand-Free Speaker for iPhone Samsung MP3 MP4 Player Tablet Laptop Computer (Black),Can I sync multiple together? </s> EtoBesy Bluetooth Speakers with Colorful LED Light Mini Portable Wireless Speaker Stereo Magic Cube Music Player Hand-Free Speaker for iPhone Samsung MP3 MP4 Player Tablet Laptop Computer (Black),not funny,0
1444,"The Case of ""Judge Nodd"" and Other Sleeping Judges: Media, Society, and Judicial Sleepiness","The Case of ""Judge Nodd"" and Other Sleeping Judges: Media, Society, and Judicial Sleepiness",funny,1
824,"When you open the door does it make that ""psssssst"" sound and a big cloud of smoke come out??? [SEP] Relaxman Relaxation Capsule","When you open the door does it make that ""psssssst"" sound and a big cloud of smoke come out??? </s> Relaxman Relaxation Capsule",funny,1
9264,Can a cat use these? [SEP] Brookstone Wireless Cat Ear Headphones Bluetooth Headset (Color Changing),Can a cat use these? </s> Brookstone Wireless Cat Ear Headphones Bluetooth Headset (Color Changing),funny,1
3006,Two visual systems re-viewed,Two visual systems re-viewed,not funny,0
21,Response Behaviors of Svalbard Reindeer towards Humans and Humans Disguised as Polar Bears on Edgeoya,Response Behaviors of Svalbard Reindeer towards Humans and Humans Disguised as Polar Bears on Edgeoya,funny,1
12723,"Is it exactly like a Good Guy doll or does it have a little bit of Chucky phrases? [SEP] Chucky 15"" Good Guys Talking Doll Standard","Is it exactly like a Good Guy doll or does it have a little bit of Chucky phrases? </s> Chucky 15"" Good Guys Talking Doll Standard",not funny,0
2662,End of the world zombie ready? [SEP] Timber Wolf Full Tang Ninja Sword,End of the world zombie ready? </s> Timber Wolf Full Tang Ninja Sword,funny,1
1343,Ending batting slumps in baseball: a qualitative investigation,Ending batting slumps in baseball: a qualitative investigation,funny,1
654,"The psychology, biology and Pedagogy of Genius","The psychology, biology and Pedagogy of Genius",funny,1
1870,"Alternative mating tactics in the gobiid fish,Eviota prasina","Alternative mating tactics in the gobiid fish,Eviota prasina",not funny,0
2333,Molecular genetics of MODY in Germany,Molecular genetics of MODY in Germany,not funny,0
1270,Bite shake and twist,Bite shake and twist,funny,1
5689,Can I travel to the past so i can meet with Jesus and learn a thing or 2 from him? Like multiply bread and walk on water [SEP] Cosplaywho Dragon Ball Super Zamasu Goku Black Time Ring,Can I travel to the past so i can meet with Jesus and learn a thing or 2 from him? Like multiply bread and walk on water </s> Cosplaywho Dragon Ball Super Zamasu Goku Black Time Ring,funny,1
1029,Hot Potatoes in the Gray Literature,Hot Potatoes in the Gray Literature,funny,1
1438,Some Investigations into Motivation in the Domestic Fowl.,Some Investigations into Motivation in the Domestic Fowl.,funny,1
4725,will thy shield take a full blow from a war  hammer or battle axe [SEP] Knight Templar Royal Crusader Shield Red Cross w/ Grid,will thy shield take a full blow from a war  hammer or battle axe </s> Knight Templar Royal Crusader Shield Red Cross w/ Grid,funny,1
3019,"Observing the what and when of language production for different age groups by monitoring speakers"" eye movements","Observing the what and when of language production for different age groups by monitoring speakers"" eye movements",not funny,0
2749,Characterization of neonatal seizures in an animal model of hypoxic-ischemic encephalopathy.,Characterization of neonatal seizures in an animal model of hypoxic-ischemic encephalopathy.,not funny,0
1923,Phenotypic Expression of Resistance to Phytophthora infestans in Processing Potatoes in Argentina,Phenotypic Expression of Resistance to Phytophthora infestans in Processing Potatoes in Argentina,not funny,0
2079,Robust Recovery of Signals From a Structured Union of Subspaces,Robust Recovery of Signals From a Structured Union of Subspaces,not funny,0
5261,will cards against humanity get me a girlfriend? [SEP] Cards Against Humanity,will cards against humanity get me a girlfriend? </s> Cards Against Humanity,funny,1
16626,How long is lone range? 100 feet? 1/2 mile? and will it stand the weather? [SEP] Alfa Long-Range Dual-Band AC1200 Wireless USB 3.0 Wi-Fi Adapter w/2x 5dBi External Antennas - 2.4GHz 300Mbps / 5Ghz 867Mbps - 802.11ac & A B G N,How long is lone range? 100 feet? 1/2 mile? and will it stand the weather? </s> Alfa Long-Range Dual-Band AC1200 Wireless USB 3.0 Wi-Fi Adapter w/2x 5dBi External Antennas - 2.4GHz 300Mbps / 5Ghz 867Mbps - 802.11ac & A B G N,not funny,0
2208,Large differences in variability for genes associated with antimalarial drug resistance between samples from Tanzania and Ethiopia,Large differences in variability for genes associated with antimalarial drug resistance between samples from Tanzania and Ethiopia,not funny,0
16827,Will this star stick to the fabric? [SEP] ADVANTUS Self Adhesive Gold Foil Stars 440 Labels (Z06008),Will this star stick to the fabric? </s> ADVANTUS Self Adhesive Gold Foil Stars 440 Labels (Z06008),not funny,0
332,Running Speeds of Crippled Coyotes,Running Speeds of Crippled Coyotes,funny,1
2609,"Erysipelas in neutropenia of unknown origin, successfully treated with r-metHuG-CSF (filgrastim)","Erysipelas in neutropenia of unknown origin, successfully treated with r-metHuG-CSF (filgrastim)",not funny,0
16986,does this skirt need a tulle petticoat or anything else under it to make it lift a bit or does the fabric do this on it's own? [SEP] Alaroo Women's 3D Piano Printed Pleated Sweet Midi Skirt S,does this skirt need a tulle petticoat or anything else under it to make it lift a bit or does the fabric do this on it's own? </s> Alaroo Women's 3D Piano Printed Pleated Sweet Midi Skirt S,not funny,0
2072,Curve networks compatible with G2 surfacing,Curve networks compatible with G2 surfacing,not funny,0
1767,Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines,Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines,not funny,0
277,"Differences in Finger Length Ratios Between Self-identified ""Butch"" and ""Femme"" Lesbians","Differences in Finger Length Ratios Between Self-identified ""Butch"" and ""Femme"" Lesbians",funny,1
2055,Resource Allocation for OFDMA Cognitive Radios Under Channel Uncertainty,Resource Allocation for OFDMA Cognitive Radios Under Channel Uncertainty,not funny,0
12571,Has anyone else had trouble with the screen going blank?  I followed the user's guide and pushed the 'up' arrow to darken the screen but nothing. [SEP] Franklin KID240 Speaking Homework Wiz,Has anyone else had trouble with the screen going blank?  I followed the user's guide and pushed the 'up' arrow to darken the screen but nothing. </s> Franklin KID240 Speaking Homework Wiz,not funny,0
521,Taste Preference for Brussels Sprouts: An Informal Look,Taste Preference for Brussels Sprouts: An Informal Look,funny,1
15694,Is this is good for every type of sleeper (side back stomach combination)? [SEP] Ankaka T2 Travel Pillow - Airplane Pillow Neck Pillow for Airplane Travel Best Inflatable Travel Pillow for Airplanes Travel Neck Pillow,Is this is good for every type of sleeper (side back stomach combination)? </s> Ankaka T2 Travel Pillow - Airplane Pillow Neck Pillow for Airplane Travel Best Inflatable Travel Pillow for Airplanes Travel Neck Pillow,not funny,0
2628,"Comment on: Predictors of wound dehiscence and its impact on mortality after abdominoperineal resection: data from the National Surgical Quality Improvement Program. Rencuzogullari A, Gorgun E, Binboga S, Ozuner G, Kessler H, Abbas MA","Comment on: Predictors of wound dehiscence and its impact on mortality after abdominoperineal resection: data from the National Surgical Quality Improvement Program. Rencuzogullari A, Gorgun E, Binboga S, Ozuner G, Kessler H, Abbas MA",not funny,0
6639,"Since you have blue cup assigned as the ""boy colors"" and the pink cup assined as the ""girl colors"" will you be requiring a gender check :D [SEP] NUK Ultra Grip Straw Sippy Cup Blue 13oz 1pk","Since you have blue cup assigned as the ""boy colors"" and the pink cup assined as the ""girl colors"" will you be requiring a gender check :D </s> NUK Ultra Grip Straw Sippy Cup Blue 13oz 1pk",funny,1
11872,how wide are the dip bars? [SEP] Bowflex BodyTower,how wide are the dip bars? </s> Bowflex BodyTower,not funny,0
10696,I'm 5'7 will it fit?I'm a male. [SEP] Rubie's Adult Jurassic World T-Rex Inflatable Costume,I'm 5'7 will it fit?I'm a male. </s> Rubie's Adult Jurassic World T-Rex Inflatable Costume,not funny,0
2825,Experience-dependent enhancement of pitch-specific responses in the auditory cortex is limited to acceleration rates in normal voice range,Experience-dependent enhancement of pitch-specific responses in the auditory cortex is limited to acceleration rates in normal voice range,not funny,0
1170,Being Barbie: the size of one's own body determines the perceived size of the world.,Being Barbie: the size of one's own body determines the perceived size of the world.,funny,1
2845,Can someone please explain to me why the sugar free ones give you diarrhea? [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,Can someone please explain to me why the sugar free ones give you diarrhea? </s> Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,funny,1
17619,Can this ship to Canada too? [SEP] Super Mario Maker 2 - Nintendo Switch,Can this ship to Canada too? </s> Super Mario Maker 2 - Nintendo Switch,not funny,0
2500,Relationship Between Tip Nasal Muscles and the Short Upper Lip,Relationship Between Tip Nasal Muscles and the Short Upper Lip,not funny,0
4889,Could I leave this in the park wait for someone to pick it up and then portend to be a shinigami? [SEP] Qiyun Death Note Notebook Notebooks With feather Pen KTWJ283,Could I leave this in the park wait for someone to pick it up and then portend to be a shinigami? </s> Qiyun Death Note Notebook Notebooks With feather Pen KTWJ283,funny,1
5685,can  this kill a  ZGB ivan head ( zombie ) ? [SEP] UST ParaHatchet FS Orange,can  this kill a  ZGB ivan head ( zombie ) ? </s> UST ParaHatchet FS Orange,funny,1
10618,Will this router make my speed increase on America Online? [SEP] ASUS RT-AC5300 AC5300 Tri-Band WiFi Gaming Router MU-MIMO AiProtection Lifetime Security by Trend Micro AiMesh Compatible for Mesh WiFi System WTFast Game Accelerator,Will this router make my speed increase on America Online? </s> ASUS RT-AC5300 AC5300 Tri-Band WiFi Gaming Router MU-MIMO AiProtection Lifetime Security by Trend Micro AiMesh Compatible for Mesh WiFi System WTFast Game Accelerator,not funny,0
1263,Is this for real?  We can't just use a knife?  Are we that crazy that we can't cut a banana without a special gadget? [SEP] Hutzler 571 Banana Slicer,Is this for real?  We can't just use a knife?  Are we that crazy that we can't cut a banana without a special gadget? </s> Hutzler 571 Banana Slicer,funny,1
4757,How many square feet is the house it comes with? And what year was the car that it comes with made in? [SEP] Rolex Cosmograph Daytona Ice Blue Dial Platinum Mens Watch 116506IBLSO,How many square feet is the house it comes with? And what year was the car that it comes with made in? </s> Rolex Cosmograph Daytona Ice Blue Dial Platinum Mens Watch 116506IBLSO,funny,1
3093,dose it look like the regular one? because in the picture it looks fat. [SEP] Slappy From Goosebumps Standard Upgrade Dummy,dose it look like the regular one? because in the picture it looks fat. </s> Slappy From Goosebumps Standard Upgrade Dummy,funny,1
3072,The Synaptic Localization of NR2B-Containing NMDA Receptors Is Controlled by Interactions with PDZ Proteins and AP-2,The Synaptic Localization of NR2B-Containing NMDA Receptors Is Controlled by Interactions with PDZ Proteins and AP-2,not funny,0
257,Clowning: An Opportunity for Ministry.,Clowning: An Opportunity for Ministry.,funny,1
13781,"Is that paddle included? Would I be able to take this river rafting? [SEP] GAME 5000 Giant Derby Duck Inflatable Balloon Animal Pool Float Quick-Fill Valves 300-Pound Capacity Built-in Cup Holders 81"" L x 76"" W x 44"" T","Is that paddle included? Would I be able to take this river rafting? </s> GAME 5000 Giant Derby Duck Inflatable Balloon Animal Pool Float Quick-Fill Valves 300-Pound Capacity Built-in Cup Holders 81"" L x 76"" W x 44"" T",not funny,0
1318,Dentists make larger holes in teeth than they need to if the teeth present a visual illusion of size.,Dentists make larger holes in teeth than they need to if the teeth present a visual illusion of size.,funny,1
5762,Were brass aladdin genie lamps incendie burners? be cause the holle os very small..... [SEP] GSM DISTRIBUTION Brass Aladdin Genie Lamps Incense Burners,Were brass aladdin genie lamps incendie burners? be cause the holle os very small..... </s> GSM DISTRIBUTION Brass Aladdin Genie Lamps Incense Burners,funny,1
9784,Do you have these in adult sizes? [SEP] Thor's Hammer Avengers 2 for Kids,Do you have these in adult sizes? </s> Thor's Hammer Avengers 2 for Kids,not funny,0
737,Is the lady on the picture included with the order? [SEP] Pawstar Spicy Fox Full Sized Ear and Tail Headband Combo Adult Cosplay Costume - White Ear tips,Is the lady on the picture included with the order? </s> Pawstar Spicy Fox Full Sized Ear and Tail Headband Combo Adult Cosplay Costume - White Ear tips,funny,1
8140,does it come with a free bowl of soup? [SEP] NETGEAR Nighthawk X4S AC2600 4x4 Dual Band Smart WiFi Router Compatible with Amazon Echo/Alexa (R7800),does it come with a free bowl of soup? </s> NETGEAR Nighthawk X4S AC2600 4x4 Dual Band Smart WiFi Router Compatible with Amazon Echo/Alexa (R7800),funny,1
12770,How tall is the doll? [SEP] Baby Born Blue Eyes Interactive Doll,How tall is the doll? </s> Baby Born Blue Eyes Interactive Doll,not funny,0
3208,"Nonlinear combination of luminance excursions during flicker, simultaneous contrast, afterimages and binocular fusion","Nonlinear combination of luminance excursions during flicker, simultaneous contrast, afterimages and binocular fusion",not funny,0
15602,Is there an adapter cord that can allow it to be used with an iPhone 4S? [SEP] Seek Thermal Compact Imager for iOS-Apple,Is there an adapter cord that can allow it to be used with an iPhone 4S? </s> Seek Thermal Compact Imager for iOS-Apple,not funny,0
1842,"The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat","The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat",not funny,0
1559,"The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech","The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech",funny,1
14720,what color are these arrows? [SEP] Bear Archery Youth Safetyglass Arrows (3 Per Card),what color are these arrows? </s> Bear Archery Youth Safetyglass Arrows (3 Per Card),not funny,0
1999,"Design, Modeling, and Control of a Micromachined Nanopositioner With Integrated Electrothermal Actuation and Sensing","Design, Modeling, and Control of a Micromachined Nanopositioner With Integrated Electrothermal Actuation and Sensing",not funny,0
15034,Will this item become in-stock again? i was missing my calendar. i was refunded but i'd like to re-order. thanks. [SEP] FunWipes Donald Trump Toilet Paper With Laminated Poster And PDF Calendar  ,Will this item become in-stock again? i was missing my calendar. i was refunded but i'd like to re-order. thanks. </s> FunWipes Donald Trump Toilet Paper With Laminated Poster And PDF Calendar  ,not funny,0
18376,Are these earphones compatible with all android smartphones? [SEP] ActionPie VJJB-V1 High Resolution Heavy Bass in-Ear Headphones (011),Are these earphones compatible with all android smartphones? </s> ActionPie VJJB-V1 High Resolution Heavy Bass in-Ear Headphones (011),not funny,0
3057,what happens if a guy drinks it? i dont want to be pregnant [SEP] Organic Preconception Fertility Tea - Herb Lore - 60 Cups Loose Leaf - Supports Hormone Balance Gentle Fertility Cleanse and Improved Fertility Naturally,what happens if a guy drinks it? i dont want to be pregnant </s> Organic Preconception Fertility Tea - Herb Lore - 60 Cups Loose Leaf - Supports Hormone Balance Gentle Fertility Cleanse and Improved Fertility Naturally,funny,1
1474,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,funny,1
1096,What does the package say on it when it is dropped at the door? [SEP] Clearblue Digital Pregnancy Test with Smart Countdown 2 Count,What does the package say on it when it is dropped at the door? </s> Clearblue Digital Pregnancy Test with Smart Countdown 2 Count,funny,1
9207,Why would I flip my pizza? [SEP] NuWave Supreme Pizza Kit,Why would I flip my pizza? </s> NuWave Supreme Pizza Kit,funny,1
16978,"Anybody else offended by “Pig Tac”? All over this product??? [SEP] 100% Cotton Western Paisley Bandanas (22"" x 22"") Made in USA - Red Single Piece 22x22 - Use For Handkerchief Headband Cowboy Party Wristband Head Scarf - Double Sided Print","Anybody else offended by “Pig Tac”? All over this product??? </s> 100% Cotton Western Paisley Bandanas (22"" x 22"") Made in USA - Red Single Piece 22x22 - Use For Handkerchief Headband Cowboy Party Wristband Head Scarf - Double Sided Print",not funny,0
2319,Self-assessment quiz,Self-assessment quiz,not funny,0
14898,Is there any way to disarm it before it sounds? [SEP] DOBERMAN SECURITY Motion Alarm Detector with Infrared Sensor and Loud 100dB Alarm OR Chime – Features Long Battery Life + Adjustable Mount Allows Wide Coverage – Perfect for Home Office Garage or Any Rooms – Model SE-0104,Is there any way to disarm it before it sounds? </s> DOBERMAN SECURITY Motion Alarm Detector with Infrared Sensor and Loud 100dB Alarm OR Chime – Features Long Battery Life + Adjustable Mount Allows Wide Coverage – Perfect for Home Office Garage or Any Rooms – Model SE-0104,not funny,0
805,Why is this the number-one selling item in the boat steering equipment category? do you tie it to the front of your rowboat and let it lead the way? [SEP] Air Swimmers Remote Control Flying Shark,Why is this the number-one selling item in the boat steering equipment category? do you tie it to the front of your rowboat and let it lead the way? </s> Air Swimmers Remote Control Flying Shark,funny,1
3357,Electrophysiological Parameters and the Possibility of Increasing Imaginal Creativity Using Monetary Rewards,Electrophysiological Parameters and the Possibility of Increasing Imaginal Creativity Using Monetary Rewards,not funny,0
17359,Does this fit the nike apple watch [SEP] YANCH Compatible with for Apple Watch Band 38mm 40mm Soft Silicone Sport Band Replacement Wrist Strap Compatible with for iWatch Nike+SportEditionS/MWhite,Does this fit the nike apple watch </s> YANCH Compatible with for Apple Watch Band 38mm 40mm Soft Silicone Sport Band Replacement Wrist Strap Compatible with for iWatch Nike+SportEditionS/MWhite,not funny,0
7233,This versus a regular knife for zombies? [SEP] Havalon HV60EDGE-BRK Piranta-Edge Quik-Change,This versus a regular knife for zombies? </s> Havalon HV60EDGE-BRK Piranta-Edge Quik-Change,funny,1
756,Honeybee combs: how the circular cells transform into rounded hexagons.,Honeybee combs: how the circular cells transform into rounded hexagons.,funny,1
595,Formation of coffee stains on porous surfaces.,Formation of coffee stains on porous surfaces.,funny,1
18886,Is it possible to ask for a specific color when ordering this product? [SEP] Protected Life Amulet(Color may vary),Is it possible to ask for a specific color when ordering this product? </s> Protected Life Amulet(Color may vary),not funny,0
1863,Establishment of a free-ranging colony of Stumptail macaques (Macaca arctoides): Relations to the ecology I,Establishment of a free-ranging colony of Stumptail macaques (Macaca arctoides): Relations to the ecology I,not funny,0
946,Application of Kinect gaming sensor in forensic science.,Application of Kinect gaming sensor in forensic science.,funny,1
